text,intent,profession,source
ki nch3el f sbah ddir kri kri w ma testartich,find_worker,mechanic,hand
شحال يكلف تبديل الامبرياج لبيجو 208,price_inquiry,mechanic,hand
ch7al taman changement ta3 embrayage,price_inquiry,mechanic,hand
الشوداير تاع الشوفاج سونترال خسرت,find_worker,plumber,hand
les radiateurs bardin w la chaudiere ma tekhdemch,find_worker,plumber,hand
chauffage central ye7taj purge w reglage,find_worker,plumber,hand
فاكتورة الما طلعت بزاف بالاك كاين فويت مخبي,find_worker,plumber,hand
facture ta3 lma ghalya bezzaf balak fuite makhbiya,find_worker,plumber,hand
الدالة تاع البالكون فيها شقوق وتخوف,find_worker,mason,hand
la dalle ta3 balcon fiha des fissures w tkhawwef,find_worker,mason,hand
ch7al el metre ta3 el bni m3a les materiaux,price_inquiry,mason,hand
نص الدار بلا ضو والديجونكتور راهو طالع,find_worker,electrician,hand
nos el bit bla courant w le disjoncteur mazal tale3,find_worker,electrician,hand
الكليمة ماتت في نص القايلة والسخانة قاتلة,urgent_service,ac_repair,hand
la clim matet f nos el 9ayla w skhana ma tettsennach,urgent_service,ac_repair,hand
الغسالة تشعل ضو أحمر وتحبس في نص الدورة,find_worker,appliance_repair,hand
la machine tech3el dou ro8 w t7bes f nos cycle,find_worker,appliance_repair,hand
التلفزة تطفى وحدها بعد ربع ساعة,find_worker,appliance_repair,hand
la tele tetfa wa7edha ba3d chwiya w t3awed tech3el,find_worker,appliance_repair,hand
نحوس على بريكولور يصلح لي دوايح في الدار,find_worker,none,hand
n7awes 3la bricoleur ydir li des retouches f dar,find_worker,none,hand
عندنا سكنة جديدة وفيها خدمة بزاف نحتاجو عمال قاع,find_worker,none,hand
دار قديمة شريناها وفيها مشاكل من كل جيهة,find_worker,none,hand
dar 9dima chrinaha w fiha des problemes men kol jiha,find_worker,none,hand
راني مسجل عامل وما يوصلونيش طلبات علاش,app_question,none,hand
rani worker w ma yjinich des demandes 3lach,app_question,none,hand
كيفاش نزيد نطلع في الترتيب باش يشوفوني الكليان,app_question,none,hand
kifach nactivi l abonnement bach nban lel clients,app_question,none,hand
تطبيق شباب ربي يوفقكم,greeting_chitchat,none,hand
appli nadya ya3tikom saha,greeting_chitchat,none,hand
شحال يسوى راديابور جديد في السوق,out_of_scope,none,hand
ch7al taman ta3 clim jdida f Ouedkniss,out_of_scope,none,hand
وين نشري كارلاج رخيص في العاصمة,out_of_scope,none,hand
win nechri des meubles rkhas f Alger,out_of_scope,none,hand
