text,intent,profession,source
سلام، كيفاش نديار كونت فيسبوك؟,out_of_scope,none,synth_v5_base
wach kayen peintre 9rib meni f Annaba?,find_worker,painter,synth_v5_base
wach kayen peintre 9rib meni f Annaba? dimanche aprem,find_worker,painter,synth_v6_time
wach kayen peintre 9rib meni f Annaba? madmoun,find_worker,painter,synth_v6_quality
عندي نحتاج أرفف للبيرو,find_worker,carpenter,synth_v5_base
عندي نحتاج أرفف للبيرو نهار الأحد العشية,find_worker,carpenter,synth_v6_time
عندي نحتاج أرفف للبيرو في الطابق الخامس,find_worker,carpenter,synth_v6_location
بليز ناقل العفش في باتنة ضروك ضروك، نقل بيانو من الطابق الرابع,urgent_service,mover,synth_v5_base
بليز ناقل العفش في باتنة ضروك ضروك، نقل بيانو من الطابق الرابع في منطقة بعيدة,urgent_service,mover,synth_v6_location
nhawes astad y3eti drous khsousia fi el riadiat,out_of_scope,none,synth_v5_base
"saha, n9edr nle9a couturiere yji lyoum l Chlef?",find_worker,tailor,synth_v5_base
"ya kho: saha, n9edr nle9a couturiere yji lyoum l Chlef?",urgent_service,tailor,synth_v6_urgency
"saha, n9edr nle9a couturiere yji lyoum l Chlef? la semaine prochaine",find_worker,tailor,synth_v6_time
"saha, n9edr 3ajouza wa7dani f nle9a couturiere yji lyoum l Chlef?",find_worker,tailor,synth_v6_persona
"saha, n9edr nle9a couturiere yji lyoum l Chlef? f manti9a ba3ida",find_worker,tailor,synth_v6_location
congelateur ma yjamedch 3awnouni,find_worker,appliance_repair,synth_v5_base
congelateur ma yjamedch 3awnouni ce mois,find_worker,appliance_repair,synth_v6_time
congelateur ma yjamedch 3awnouni m3a l7ar chadid,find_worker,appliance_repair,synth_v6_seasonal
devis approximatif: decor jebs fel plafond?,price_inquiry,plasterer,synth_v5_base
humidité fel mur wach ndir rabi y7afdkom,find_worker,mason,synth_v5_base
humidité fel mur wach ndir rabi y7afdkom vendredi,find_worker,mason,synth_v6_time
humidité fel mur wach ndir rabi y7afdkom fel 5eme etage,find_worker,mason,synth_v6_location
humidité fel mur wach ndir rabi y7afdkom ma 3adch yet7amel,find_worker,mason,synth_v6_intensifier
je cherche un couturiere à Blida,find_worker,tailor,synth_v5_base
urgent: je cherche un couturiere à Blida,urgent_service,tailor,synth_v6_urgency
je cherche un couturiere à Blida avant l ete,find_worker,tailor,synth_v6_time
je cherche un couturiere à Blida f appartement sghir,find_worker,tailor,synth_v6_location
ya kho wach n9der nkoun worker w client f meme temps?,app_question,none,synth_v5_base
وين نلقى بيتزيريا مليحة في سطيف؟,out_of_scope,none,synth_v5_base
chhal ykelf lknaپi wla msefr mn laoulad wi7taj ghsil 3mi9?,price_inquiry,cleaner,synth_v5_base
chhal ykelf lknaپi wla msefr mn laoulad wi7taj ghsil 3mi9? قبل الشتا,price_inquiry,cleaner,synth_v6_time
chhal ykelf lknaپi wla msefr mn laoulad wi7taj ghsil 3mi9? عندو سمعة,price_inquiry,cleaner,synth_v6_quality
خويا تصليح سودير في السلم الحديدي شكون يجي يشوفها,find_worker,welder,synth_v5_base
بليز: خويا تصليح سودير في السلم الحديدي شكون يجي يشوفها,urgent_service,welder,synth_v6_urgency
خويا تصليح سودير في السلم الحديدي شكون يجي يشوفها الأسبوع هذا,find_worker,welder,synth_v6_time
خويا راني مستأجر في تصليح سودير في السلم الحديدي شكون يجي يشوفها,find_worker,welder,synth_v6_persona
خويا تصليح سودير في السلم الحديدي شكون يجي يشوفها في عمارة قديمة,find_worker,welder,synth_v6_location
نحب نتعلم الخياطة واش كاين تكوين قريب؟,out_of_scope,none,synth_v5_base
rahi 3nedi laoumberiaj yzelq w7asl,find_worker,mechanic,synth_v5_base
rahi 3nedi laoumberiaj yzelq w7asl ce mois,find_worker,mechanic,synth_v6_time
rahi 3nedi laoumberiaj yzelq w7asl serieux,find_worker,mechanic,synth_v6_quality
rahi 3nedi laoumberiaj yzelq w7asl khayef ywelli akther,find_worker,mechanic,synth_v6_intensifier
بشحال الخدمة تاع مول الكليمة تگريبا؟,price_inquiry,ac_repair,synth_v5_base
توا توا: بشحال الخدمة تاع مول الكليمة تگريبا؟,price_inquiry,ac_repair,synth_v6_urgency
بشحال الخدمة راني مستأجر في تاع مول الكليمة تگريبا؟,price_inquiry,ac_repair,synth_v6_persona
n7taj taksi llemtar ghedwa lsba7,out_of_scope,none,synth_v5_base
راسي شعث بزاف ونحتاج نحفف ومازال ما لأيتش لي يصلحها,find_worker,barber,synth_v5_base
راسي شعث بزاف ونحتاج نحفف ومازال ما لأيتش لي يصلحها هاذ الشهر,find_worker,barber,synth_v6_time
راسي شعث بزاف ونحتاج نحفف ومازال ما لأيتش لي يصلحها في بيت شعبي,find_worker,barber,synth_v6_location
n7taj nbeddel el kablaj l9dim ta3 eddar!! n7taj wa7d yji fissa3,urgent_service,electrician,synth_v5_base
besoin vite: n7taj nbeddel el kablaj l9dim ta3 eddar!! n7taj wa7d yji fissa3,urgent_service,electrician,synth_v6_urgency
n7taj nbeddel el kablaj l9dim ta3 eddar!! n7taj wa7d yji fissa3 demain matin,urgent_service,electrician,synth_v6_time
نسيت كلمة السر، واش نديار؟ وشكرا مسبقا,app_question,none,synth_v5_base
يعطيكم الصحة، نحوس لي يدير الميناج ناشط في وهران,find_worker,cleaner,synth_v5_base
الله يرحم الوالدين: يعطيكم الصحة، نحوس لي يدير الميناج ناشط في وهران,urgent_service,cleaner,synth_v6_urgency
يعطيكم الصحة، نحوس لي يدير الميناج ناشط في وهران نهار السبت الصباح,find_worker,cleaner,synth_v6_time
يعطيكم الصحة، نحوس لي يدير الميناج ناشط في وهران ثقة,find_worker,cleaner,synth_v6_quality
يعطيكم الصحة، نحوس لي يدير الميناج ناشط في وهران في بيت شعبي,find_worker,cleaner,synth_v6_location
يعطيكم الصحة، نحوس لي يدير الميناج ناشط في وهران كارثة,find_worker,cleaner,synth_v6_intensifier
يعطيكم الصحة، نحوس لي يدير الميناج ناشط في وهران من الأمطار,find_worker,cleaner,synth_v6_seasonal
بشحال الخدمة نتاع واحد يعاونني في خدمة في الدار تقريبا؟,price_inquiry,none,synth_v5_base
بشحال الخدمة نتاع واحد يعاونني في خدمة في الدار تقريبا؟ نهار السبت الصباح,price_inquiry,none,synth_v6_time
بشحال الخدمة نتاع عندي فيلا في واحد يعاونني في خدمة في الدار تقريبا؟,price_inquiry,none,synth_v6_persona
"bonjour, chkoun 3ando numero ta3 mecanicien f Tiaret?",find_worker,mechanic,synth_v5_base
"darori: bonjour, chkoun 3ando numero ta3 mecanicien f Tiaret?",urgent_service,mechanic,synth_v6_urgency
"bonjour, chkoun 3ando villa f numero ta3 mecanicien f Tiaret?",find_worker,mechanic,synth_v6_persona
3andi douche ma fihach el ma,find_worker,plumber,synth_v5_base
3andi douche ma fihach el ma fel 5eme etage,find_worker,plumber,synth_v6_location
وين نلأى بيتزيريا مليحة في ورألة؟,out_of_scope,none,synth_v5_base
n7taj taksi llemtar ghedwa el sba7 svp,out_of_scope,none,synth_v5_base
وين نشري ماكينة خياطة جديدة في قسنطينة؟,out_of_scope,none,synth_v5_base
ضركا دورك حيط الحوش مايل وخايفين يطيح,urgent_service,mason,synth_v5_base
ضركا دورك حيط الحوش مايل وخايفين يطيح نهار الجمعة,urgent_service,mason,synth_v6_time
ضركا دورك حيط الحوش مايل وخايفين يطيح من الصيف,urgent_service,mason,synth_v6_seasonal
kifach nbe3th tleb khdema? ya kho,app_question,none,synth_v5_base
"slm, wach el ttebi9 ykhedm bla anternat?",app_question,none,synth_v5_base
شحال تكلف خدمة: الكونتور يدگ كي نشعلو زوج ماشينات؟,price_inquiry,electrician,synth_v5_base
شحال تكلف عندي دار جديدة في خدمة: الكونتور يدگ كي نشعلو زوج ماشينات؟,price_inquiry,electrician,synth_v6_persona
dorka dork portail ta3 garage mkasser,urgent_service,welder,synth_v5_base
dorka dork portail ta3 garage mkasser bon prix,urgent_service,welder,synth_v6_quality
dorka dork portail ta3 garage mkasser f centre ville,urgent_service,welder,synth_v6_location
dorka dork portail ta3 garage mkasser yzid kol yum,urgent_service,welder,synth_v6_intensifier
بليز طباخة في ورقلة ضركا ضركا، طباخة تطيب الشخشوخة لمناسبة,urgent_service,caterer,synth_v5_base
بليز طباخة في ورقلة ضركا ضركا، طباخة تطيب الشخشوخة لمناسبة نهار الأحد العشية,urgent_service,caterer,synth_v6_time
بليز طباخة في ورقلة ضركا ضركا، طباخة تطيب الشخشوخة لمناسبة في فيلا,urgent_service,caterer,synth_v6_location
ch7al ydir wa7ed y3aweni f khedma f dar f Alger?,price_inquiry,none,synth_v5_base
ltilifoun ta3i thers el aikran win nsel7ou,out_of_scope,none,synth_v5_base
nebghi net3allem la couture kayen des cours?,out_of_scope,none,synth_v5_base
يا جماعة شكون يركب سأي أوتوماتيك في الجنينة؟,out_of_scope,none,synth_v5_base
نحتاج بنّاء مليح في بسكرة,find_worker,mason,synth_v5_base
نحتاج بنّاء مليح في بسكرة نهار الأحد العشية,find_worker,mason,synth_v6_time
نحتاج بنّاء مليح في بسكرة رخيص,find_worker,mason,synth_v6_quality
نحتاج بنّاء مليح في بسكرة مع البرد الكبير,find_worker,mason,synth_v6_seasonal
urgence!! couscous l 50 personnes lel sada2a f Oran,urgent_service,caterer,synth_v5_base
urgence!! couscous l 50 personnes lel sada2a f Oran aujourd hui,urgent_service,caterer,synth_v6_time
urgence!! couscous l malk 3amara f 50 personnes lel sada2a f Oran,urgent_service,caterer,synth_v6_persona
"saha, pc ta3i wela lourd bezzaf wach ndir?",out_of_scope,none,synth_v5_base
la clim ma tsakhanch f chta fissa3 svp,urgent_service,ac_repair,synth_v5_base
darori: la clim ma tsakhanch f chta fissa3 svp,urgent_service,ac_repair,synth_v6_urgency
la clim ma tsakhanch f chta fissa3 svp la semaine prochaine,urgent_service,ac_repair,synth_v6_time
دلوني على réparateur électroménager شاطر ومعقول,find_worker,appliance_repair,synth_v5_base
ضروري: دلوني على réparateur électroménager شاطر ومعقول,urgent_service,appliance_repair,synth_v6_urgency
دلوني على réparateur électroménager شاطر ومعقول الأسبوع الجاي,find_worker,appliance_repair,synth_v6_time
دلوني على réparateur électroménager شاطر ومعقول خايف يولي أكثر,find_worker,appliance_repair,synth_v6_intensifier
دلوني على réparateur électroménager شاطر ومعقول من الأمطار,find_worker,appliance_repair,synth_v6_seasonal
n7taj wa7d y9es el 7chich ta3 el jnan,out_of_scope,none,synth_v5_base
pc ta3i wela lourd bezzaf wach ndir? wallah ghir 7asel,out_of_scope,none,synth_v5_base
صاحبي نحب نتعلم الخياطة واش كاين تكوين ڨريب؟,out_of_scope,none,synth_v5_base
chkera 3la el msa3da,greeting_chitchat,none,synth_v5_base
راسي شعث ياسر ونحتاج نحفف فيسع فيسع,urgent_service,barber,synth_v5_base
راسي شعث ياسر ونحتاج نحفف فيسع فيسع قبل الصيف,urgent_service,barber,synth_v6_time
راسي شعث ياسر ونحتاج نحفف فيسع فيسع في فيلا,urgent_service,barber,synth_v6_location
win kayen pharmacie 9riba f Boumerdes?,out_of_scope,none,synth_v5_base
الكشابية محتاجة ترأيع ومازال ما لأيتش لي يصلحها,find_worker,tailor,synth_v5_base
نحتاج تريتور لفطور رمضان لعائلة كبيرة واش نديار,find_worker,caterer,synth_v5_base
نحتاج تريتور لفطور رمضان لعائلة كبيرة واش نديار مع البرد الكبير,find_worker,caterer,synth_v6_seasonal
مستعجل: نحتاج واحد يعاونني في خدمة في الدار اليوم في جيجل,urgent_service,none,synth_v5_base
مستعجل: نحتاج واحد يعاونني في خدمة في الدار اليوم في جيجل في عمارة قديمة,urgent_service,none,synth_v6_location
"slm, 3nedi el mikround mat fi dar, wech ndiar?",find_worker,appliance_repair,synth_v5_base
"s il vous plait: slm, 3nedi el mikround mat fi dar, wech ndiar?",urgent_service,appliance_repair,synth_v6_urgency
"slm, 3nedi el mikround mat fi dar, wech ndiar? demain matin",find_worker,appliance_repair,synth_v6_time
llh ykhelikm dou yech3el w yetfi wahdo wmegdertech nlega 7l,urgent_service,electrician,synth_v5_base
ya kho: llh ykhelikm dou yech3el w yetfi wahdo wmegdertech nlega 7l,urgent_service,electrician,synth_v6_urgency
llh ykhelikm dou yech3el w yetfi wahdo wmegdertech nlega 7l f manti9a ba3ida,urgent_service,electrician,synth_v6_location
يعطيكم الصحة، نحوس مصلح تلاجات ناشط في جيجل,find_worker,appliance_repair,synth_v5_base
يعطيكم الصحة، نحوس مصلح تلاجات ناشط في جيجل عندو سمعة,find_worker,appliance_repair,synth_v6_quality
je cherche un déménageur à Blida,find_worker,mover,synth_v5_base
je cherche un déménageur à Blida avant l ete,find_worker,mover,synth_v6_time
el ma 7abes f dar kamla ... chkoun ysal7hali?,find_worker,plumber,synth_v5_base
el ma 3ajouza wa7dani f 7abes f dar kamla ... chkoun ysal7hali?,find_worker,plumber,synth_v6_persona
el ma 7abes f dar kamla ... chkoun ysal7hali? f centre ville,find_worker,plumber,synth_v6_location
n7awlou l dar jdida f nefs el 7ay fissa3 svp,urgent_service,mover,synth_v5_base
n7awlou l dar jdida f nefs el 7ay fissa3 svp f appartement sghir,urgent_service,mover,synth_v6_location
صحا، بريز محروگة شكون عندو حل,find_worker,electrician,synth_v5_base
صحا، بريز محروگة شكون عندو حل الأسبوع الجاي,find_worker,electrician,synth_v6_time
صحا، بريز محروگة شكون عندو حل من الأمطار,find_worker,electrician,synth_v6_seasonal
kifech n2im el 3aml b3ed el khdema?,app_question,none,synth_v5_base
ya cheikh rani n7awes 3la mikanisian fi qsentina,find_worker,mechanic,synth_v5_base
le platre ta3 plafond tcheqqeq n7taj plakist tawa drouk,urgent_service,plasterer,synth_v5_base
urgent: le platre ta3 plafond tcheqqeq n7taj plakist tawa drouk,urgent_service,plasterer,synth_v6_urgency
le dar jdida f platre ta3 plafond tcheqqeq n7taj plakist tawa drouk,urgent_service,plasterer,synth_v6_persona
le platre ta3 plafond tcheqqeq n7taj plakist tawa drouk f villa,urgent_service,plasterer,synth_v6_location
le platre ta3 plafond tcheqqeq n7taj plakist tawa drouk catastrophe,urgent_service,plasterer,synth_v6_intensifier
الطوموبيل ما تحبش تشعل من فضلكم,find_worker,mechanic,synth_v5_base
الطوموبيل ما تحبش تشعل من فضلكم في الطابق الخامس,find_worker,mechanic,synth_v6_location
بشحال الخدمة تاع لي يصلح الكليمة تقريبا؟,price_inquiry,ac_repair,synth_v5_base
بشحال الخدمة تاع لي يصلح الكليمة تقريبا؟ رخيص,price_inquiry,ac_repair,synth_v6_quality
بشحال الخدمة تاع لي يصلح الكليمة تقريبا؟ في الطابق الخامس,price_inquiry,ac_repair,synth_v6_location
نبغي نديار باب حديد للحوش، شكون يعرف سودور مليح؟,find_worker,welder,synth_v5_base
نبغي نديار باب حديد للحوش، شكون يعرف سودور مليح؟ بالضمان,find_worker,welder,synth_v6_quality
نبغي نديار باب حديد للحوش، شكون يعرف سودور مليح؟ في عمارة قديمة,find_worker,welder,synth_v6_location
نبغي نديار باب حديد للحوش، شكون يعرف سودور مليح؟ ما عادش يتحمل,find_worker,welder,synth_v6_intensifier
سلام، كيفاش نمسح الحساب تاعي؟,app_question,none,synth_v5_base
مستعجل: نحتاج ماصون اليوم في بليدة,urgent_service,mason,synth_v5_base
سلام، الدار فيها شعري طويل ونحب تحفيفة ديغراديه من سيمانة كاملة,find_worker,barber,synth_v5_base
سلام، الدار فيها شعري طويل ونحب تحفيفة ديغراديه من سيمانة كاملة نهار السبت الصباح,find_worker,barber,synth_v6_time
سلام، الدار فيها شعري طويل ونحب تحفيفة ديغراديه من سيمانة كاملة ناشط,find_worker,barber,synth_v6_quality
وين كاين أقرب صيدلية في عنابة؟,out_of_scope,none,synth_v5_base
win nechri machine a coudre f Setif?,out_of_scope,none,synth_v5_base
combien coute un طباخة?,price_inquiry,caterer,synth_v5_base
combien عندي محل في coute un طباخة?,price_inquiry,caterer,synth_v6_persona
ch7al ydir sebbagh f Tlemcen?,price_inquiry,painter,synth_v5_base
ch7al ydir sebbagh f Tlemcen? avant ramadan,price_inquiry,painter,synth_v6_time
je cherche un طباخة à تيزي وزو w chokran,find_worker,caterer,synth_v5_base
je cherche un طباخة à تيزي وزو w chokran في الطابق الخامس,find_worker,caterer,synth_v6_location
je cherche un طباخة à تيزي وزو w chokran راه خطير,find_worker,caterer,synth_v6_intensifier
je cherche un طباخة à تيزي وزو w chokran مع البرد الكبير,find_worker,caterer,synth_v6_seasonal
lbisi ta3i wla th9il bzzzaf wech ndiar?,out_of_scope,none,synth_v5_base
نحتاج كوافور زين في غرداية,find_worker,barber,synth_v5_base
عافاكم: نحتاج كوافور زين في غرداية,urgent_service,barber,synth_v6_urgency
نحتاج كوافور زين في غرداية ما عادش يتحمل,find_worker,barber,synth_v6_intensifier
نحتاج كوافور زين في غرداية من الرطوبة,find_worker,barber,synth_v6_seasonal
des etageres l biro fissa3 svp,urgent_service,carpenter,synth_v5_base
des etageres l biro fissa3 svp ye3raf khdemtou,urgent_service,carpenter,synth_v6_quality
chhal ykelfeni mnouzii llioum kamel? rabi y7afdkom,price_inquiry,carpenter,synth_v5_base
chhal ykelfeni mnouzii llioum kamel? rabi y7afdkom m3a garantie,price_inquiry,carpenter,synth_v6_quality
chhal ykelfeni mnouzii llioum kamel? rabi y7afdkom f dawahi,price_inquiry,carpenter,synth_v6_location
ya khouya wesh rak?,greeting_chitchat,none,synth_v5_base
kifech nchouf t9iimat l3aml 9bel ma nkhedm m3ah,app_question,none,synth_v5_base
ارجو المساعدة بسرعة، الكليماتيزور يدير صوت غريب,urgent_service,ac_repair,synth_v5_base
ارجو المساعدة بسرعة، الكليماتيزور يدير صوت غريب ناشط,urgent_service,ac_repair,synth_v6_quality
وين نلأى بيتزيريا مليحة في سطيف؟,out_of_scope,none,synth_v5_base
الدرج الخشبي يزگزگ ونحتاج نجار ديركت دوك,urgent_service,carpenter,synth_v5_base
الدرج الخشبي عندي دار جديدة في يزگزگ ونحتاج نجار ديركت دوك,urgent_service,carpenter,synth_v6_persona
3nedi ndirou drabzin 7did lledrej,find_worker,welder,synth_v5_base
3nedi ndirou drabzin 7did lledrej catastrophe,find_worker,welder,synth_v6_intensifier
svp wach n2der nkoun worker w client f meme temps?,app_question,none,synth_v5_base
ياخو نحب نشري طوموبيل مستعملة، واش تنصحوني؟,out_of_scope,none,synth_v5_base
merci bcp,greeting_chitchat,none,synth_v5_base
devis approximatif: les lampes yrigliw wa7edhom?,price_inquiry,electrician,synth_v5_base
devis approximatif: les lampes yrigliw wa7edhom? m3a chta barda,price_inquiry,electrician,synth_v6_seasonal
coupe degradé m3a trait wach ndir,find_worker,barber,synth_v5_base
darori: coupe degradé m3a trait wach ndir,urgent_service,barber,synth_v6_urgency
coupe degradé m3a trait wach ndir avant l ete,find_worker,barber,synth_v6_time
besoin d un menuisier serieux f Boumerdes,find_worker,carpenter,synth_v5_base
besoin vite: besoin d un menuisier serieux f Boumerdes,urgent_service,carpenter,synth_v6_urgency
besoin d un menuisier serieux f Boumerdes avant l ete,find_worker,carpenter,synth_v6_time
besoin d un menuisier serieux f Boumerdes f dawahi,find_worker,carpenter,synth_v6_location
ya kho bn nuit khouya,greeting_chitchat,none,synth_v5_base
win nel2a pizzeria mli7a f Batna?,out_of_scope,none,synth_v5_base
شحال يكلف الحيوط مخبشين ونحتاجو تصليح وصباغة؟ الله يخليك,price_inquiry,painter,synth_v5_base
شحال يكلف الحيوط مخبشين ونحتاجو تصليح وصباغة؟ الله يخليك قبل العيد بيومين,price_inquiry,painter,synth_v6_time
شحال يكلف الحيوط مخبشين ونحتاجو تصليح وصباغة؟ الله يخليك يزيد كل يوم,price_inquiry,painter,synth_v6_intensifier
ضو تاع الموتور شاعل في الطابلو,find_worker,mechanic,synth_v5_base
ضو تاع الموتور شاعل في الطابلو قبل رمضان,find_worker,mechanic,synth_v6_time
ضو تاع عندي محل في الموتور شاعل في الطابلو,find_worker,mechanic,synth_v6_persona
ضو تاع الموتور شاعل في الطابلو محترف,find_worker,mechanic,synth_v6_quality
ya cheikh kifah nes7ab compte ta3i?,app_question,none,synth_v5_base
الدار فيها نبغي نخبي الكابلاج بحيط بلاكو من سيمانة كاملة,find_worker,plasterer,synth_v5_base
الدار فيها نبغي نخبي الكابلاج بحيط بلاكو من سيمانة كاملة قبل الشتا,find_worker,plasterer,synth_v6_time
kifach n3ayet l worker apres la mission?,app_question,none,synth_v5_base
نقدر نلقى تقني كليماتيزور يجي اليوم لـ برج بوعريريج,find_worker,ac_repair,synth_v5_base
نقدر نلقى تقني كليماتيزور يجي اليوم لـ برج بوعريريج خايف يولي أكثر,find_worker,ac_repair,synth_v6_intensifier
rideaux lel salon sur mesure,find_worker,tailor,synth_v5_base
وين نشري الزرع والورد للجنان في Ouargla؟ يعطيكم الصحة,out_of_scope,none,synth_v5_base
نحب ديكور جبس في السگف,find_worker,plasterer,synth_v5_base
نحب ديكور جبس في السگف عندو سمعة,find_worker,plasterer,synth_v6_quality
نحب ديكور جبس في السگف في المركز,find_worker,plasterer,synth_v6_location
"y3etikm ls7a, n7awes t9eni klimatizour nacht f blida",find_worker,ac_repair,synth_v5_base
"y3etikm ls7a, 3andi magazin f n7awes t9eni klimatizour nacht f blida",find_worker,ac_repair,synth_v6_persona
"y3etikm ls7a, n7awes t9eni klimatizour nacht f blida bon prix",find_worker,ac_repair,synth_v6_quality
"y3etikm ls7a, n7awes t9eni klimatizour nacht f blida f centre ville",find_worker,ac_repair,synth_v6_location
kifech nchouf tqiimat el 3aml qbel ma nkhedm m3ah,app_question,none,synth_v5_base
monter un mur en parpaing ... chkoun ysal7hali?,find_worker,mason,synth_v5_base
darori: monter un mur en parpaing ... chkoun ysal7hali?,urgent_service,mason,synth_v6_urgency
monter un mur en parpaing ... chkoun ysal7hali? m3a garantie,find_worker,mason,synth_v6_quality
شحال تكلف خدمة: نحب نديار باب حديد للحوش؟,price_inquiry,welder,synth_v5_base
نحتاج بسرعة: شحال تكلف خدمة: نحب نديار باب حديد للحوش؟,price_inquiry,welder,synth_v6_urgency
شحال تكلف خدمة: نحب نديار باب حديد للحوش؟ نهار الأحد العشية,price_inquiry,welder,synth_v6_time
كيفاش نقيّم العامل بعد الخدمة؟,app_question,none,synth_v5_base
win ncheri makina khiata jdida f 3naba?,out_of_scope,none,synth_v5_base
3awnouni fuite d'eau f la cuisine w rani 7asel,urgent_service,plumber,synth_v5_base
3awnouni fuite d'eau rani mosta2jer f f la cuisine w rani 7asel,urgent_service,plumber,synth_v6_persona
3awnouni fuite d'eau f la cuisine w rani 7asel pas cher,urgent_service,plumber,synth_v6_quality
نگدر نلگى تريتور يجي اليوم لـ بليدة؟,find_worker,caterer,synth_v5_base
نگدر نلگى تريتور يجي اليوم لـ بليدة؟ ثقة,find_worker,caterer,synth_v6_quality
الدار فيها راسي شعث ياسر ونحتاج نحفف من سيمانة كاملة,find_worker,barber,synth_v5_base
الدار فيها راسي شعث ياسر ونحتاج نحفف من سيمانة كاملة نهار السبت الصباح,find_worker,barber,synth_v6_time
الدار فيها راسي شعث ياسر ونحتاج نحفف من سيمانة كاملة في بيت شعبي,find_worker,barber,synth_v6_location
عندي كاين رطوبة وتقشير في سقف البيت,find_worker,painter,synth_v5_base
ضروري: عندي كاين رطوبة وتقشير في سقف البيت,urgent_service,painter,synth_v6_urgency
عندي كاين رطوبة وتقشير في سقف البيت قبل رمضان,find_worker,painter,synth_v6_time
nebghi nte3lem el khiata wech kayen tkouin qrib?,out_of_scope,none,synth_v5_base
جاري قالي نسقسي هنا على مصلح الأجهزه في تيارت,find_worker,appliance_repair,synth_v5_base
جاري قالي نسقسي هنا على مصلح الأجهزه في تيارت في منطقة بعيدة,find_worker,appliance_repair,synth_v6_location
"bonjour, femme de menage l villa kol khemis n7taj femme de ménage tawa douk",urgent_service,cleaner,synth_v5_base
"bonjour, femme de menage l villa kol khemis n7taj femme de ménage tawa douk demain matin",urgent_service,cleaner,synth_v6_time
"bonjour, femme de menage l villa kol khemis n7taj femme de ménage tawa douk fel 5eme etage",urgent_service,cleaner,synth_v6_location
"bonjour, femme de menage l villa kol khemis n7taj femme de ménage tawa douk yzid kol yum",urgent_service,cleaner,synth_v6_intensifier
سلام خويا، عاونوني! طباخة لحفلة النجاح وراني حاصل,urgent_service,caterer,synth_v5_base
سلام خويا، عاونوني! طباخة لحفلة النجاح وراني حاصل في حي راقي,urgent_service,caterer,synth_v6_location
سلام خويا، عاونوني! طباخة لحفلة النجاح وراني حاصل من الرطوبة,urgent_service,caterer,synth_v6_seasonal
chhal nkhels bach nsel7 el drej el khchebi yze9ze9?,price_inquiry,carpenter,synth_v5_base
chhal nkhels bach nsel7 el drej el khchebi yze9ze9? avant l ete,price_inquiry,carpenter,synth_v6_time
chhal nkhels bach nsel7 el drej el khchebi yze9ze9? f appartement sghir,price_inquiry,carpenter,synth_v6_location
وين نشري ماكينة خياطة جديدة في سطيف,out_of_scope,none,synth_v5_base
cloture ta3 jardin 3awnouni,find_worker,mason,synth_v5_base
cloture ta3 jardin 3awnouni mjarreb,find_worker,mason,synth_v6_quality
cloture ta3 jardin 3awnouni catastrophe,find_worker,mason,synth_v6_intensifier
dork dork disjoncteur yti7 dima,urgent_service,electrician,synth_v5_base
dork dork disjoncteur yti7 dima demain matin,urgent_service,electrician,synth_v6_time
نحب وصفة كسكسي بالدجاج,out_of_scope,none,synth_v5_base
tnedif eddar b3ed el 3res fissa3 fissa3,urgent_service,cleaner,synth_v5_base
tnedif eddar b3ed el 3res fissa3 fissa3 cette semaine,urgent_service,cleaner,synth_v6_time
arrosage automatique lel jnina chkoun yrakbou? wallah ghir 7asel,out_of_scope,none,synth_v5_base
nebghi wsefa kseksi baldejaj,out_of_scope,none,synth_v5_base
rahi 3nedi clima tjeri lma mn el dakhl w7asl wallah ghir 7asel,find_worker,ac_repair,synth_v5_base
rahi 3nedi clima tjeri lma mn el dakhl w7asl wallah ghir 7asel f dar cha3biya,find_worker,ac_repair,synth_v6_location
ضو تاع الموتور شاعل في الطابلو فيسع فيسع وشكرا مسبقا,urgent_service,mechanic,synth_v5_base
بليز: ضو تاع الموتور شاعل في الطابلو فيسع فيسع وشكرا مسبقا,urgent_service,mechanic,synth_v6_urgency
ضو تاع الموتور شاعل في الطابلو فيسع فيسع وشكرا مسبقا قبل العيد بيومين,urgent_service,mechanic,synth_v6_time
ضو تاع الموتور شاعل في الطابلو فيسع فيسع وشكرا مسبقا ثقة,urgent_service,mechanic,synth_v6_quality
combien pour frigo ydir bruit bizarre?,price_inquiry,appliance_repair,synth_v5_base
combien pour frigo ydir bruit bizarre? cette semaine,price_inquiry,appliance_repair,synth_v6_time
وين كاين أقرب صيدلية في سكيكدة,out_of_scope,none,synth_v5_base
بشحال الخدمه تاع واحد يعاونني في خدمه في الدار تقريبا؟,price_inquiry,none,synth_v5_base
بشحال الخدمه تاع واحد يعاونني في خدمه في الدار تقريبا؟ خلاص طفح الكيل,price_inquiry,none,synth_v6_intensifier
ch7al ykalefni مول الضو pour une journee?,price_inquiry,electrician,synth_v5_base
بليز: ch7al ykalefni مول الضو pour une journee?,price_inquiry,electrician,synth_v6_urgency
وين نشري الزرع والورد للجنان في ورألة؟,out_of_scope,none,synth_v5_base
demenagement men Oran l Alger n7taj déménageur tawa drouk,urgent_service,mover,synth_v5_base
demenagement men Oran l Alger n7taj déménageur tawa drouk ce mois,urgent_service,mover,synth_v6_time
demenagement rani mosta2jer f men Oran l Alger n7taj déménageur tawa drouk,urgent_service,mover,synth_v6_persona
n7taj taxi l aeroport ghedwa svp,out_of_scope,none,synth_v5_base
شحال السوم تاع حلاق؟ الله يخليك,price_inquiry,barber,synth_v5_base
شحال السوم تاع حلاق؟ الله يخليك نهار الأحد العشية,price_inquiry,barber,synth_v6_time
