text,intent,profession,source
rani n7awes 3la demenageur f Tizi Ouzou,find_worker,mover,synth
عندي مشكلة في الويفي تاع دجيزي,out_of_scope,none,synth
ta9sir ta3 serwal w ma 3reftch win nrou7,find_worker,tailor,synth
thanks wallah ghir 7asel,greeting_chitchat,none,synth
نحوس على شگة للكراء في Boumerdes,out_of_scope,none,synth
tabbakha tji ttayeb f dar wach ndir,find_worker,caterer,synth
شحال نخلص باش نصلح نحتاج تركيب كليمة جديدة؟,price_inquiry,ac_repair,synth
نديرو مارشات ڨدام باب الدار ومازال ما لڨيتش لي يصلحها والله غير حاصل,find_worker,mason,synth
معليش تڨولي كيفاه راه الطڨس في بسكرة؟,out_of_scope,none,synth
كاين ريحة مجاري في الحمام عاونوني,find_worker,plumber,synth
restaurant mli7 l le diner f Setif,out_of_scope,none,synth
يا شيخ نحوس على ريسطورون زين للعشاء في تلمسان,out_of_scope,none,synth
شحال تكلف خدمة: السروال يحتاج تقصير؟,price_inquiry,tailor,synth
واش هي الأسعار تاع صباغ في سطيف,price_inquiry,painter,synth
الدار فيها نحب نركب تريات في السقف من سيمانة كاملة,find_worker,electrician,synth
الله يخليكم رتوش خفيف على روبة السهرة ومقدرتش نلقى حل,urgent_service,tailor,synth
coupe + barbe w contour w ma 3reftch win nrou7,find_worker,barber,synth
nbeddel couleur nta3 salon fissa3 svp,urgent_service,painter,synth
واش هي الأسعار تاع électricien في Tlemcen؟,price_inquiry,electrician,synth
الدار فيها ترأيع السروال لي تأطع من الركبة من سيمانة كاملة,find_worker,tailor,synth
ya cheikh chkoun rbe7 el match lbare7?,out_of_scope,none,synth
combien pour coiffeur yji l dar?,price_inquiry,barber,synth
نحتاج ميكانيكي يجي غدوة الصباح لـ بجاية,find_worker,mechanic,synth
حالة مستعجلة: الماشينة تاع الصابون ما تدورش,urgent_service,appliance_repair,synth
demenagement men Oran l Alger chkoun 3ando solution,find_worker,mover,synth
kifach nzid des photos l khedmti,app_question,none,synth
الحيط فيه شقوق كبار!! نحتاج واحد يجي فيسع,urgent_service,mason,synth
ya khouya le paiement fel appli kifach ykoun?,app_question,none,synth
دلوني على واحد يعاونني في خدمة في الدار شاطر ومعڨول وشكرا مسبڨا,find_worker,none,synth
dork dork camion sghir bach nneqlou les meubles,urgent_service,mover,synth
من فضلكم نحب نتعلم الخياطة واش كاين تكوين قريب؟,out_of_scope,none,synth
بشحال الخدمة تاع تريتور تقريبا,price_inquiry,caterer,synth
cas urgent: trou kbir fel mur en platre,urgent_service,plasterer,synth
devis approximatif: nbeddel couleur nta3 salon,price_inquiry,painter,synth
وين نشري ماكينة خياطة جديدة في سطيف؟,out_of_scope,none,synth
clima t2atter el ma 3awnouni,find_worker,ac_repair,synth
ارجو المساعدة بسرعة، ترقيع الجاكيطة القديمة,urgent_service,tailor,synth
شحال السوم تاع plombi؟,price_inquiry,plumber,synth
dorka dork peinture ta3 chambre d'enfants,urgent_service,painter,synth
شحال يكلفني tabbakha لليوم كامل؟,price_inquiry,caterer,synth
"saha, bslema",greeting_chitchat,none,synth
"bonjour, nheb nechri machine a laver jdida ch7al?",out_of_scope,none,synth
وين نشري الزرع والورد للجنان في غرداية؟ بارك الله فيكم,out_of_scope,none,synth
nheb peintre yji lyoum l Annaba,find_worker,painter,synth
نحوس على طبيب أسنان غايا في سطيف,out_of_scope,none,synth
la clim tjamed w t7bes wa7edha,find_worker,ac_repair,synth
extension ta3 dar ... chkoun ysal7hali?,find_worker,mason,synth
ya kho nkhayet 9andoura lel 3id!! chkoun yji fissa3?,urgent_service,tailor,synth
نحوس جنايني يڨلم الأشجار تاع الجنان,out_of_scope,none,synth
الضو مقطوع في الدار كامل ومازال ما لقيتش لي يصلحها,find_worker,electrician,synth
besoin d un ديمناجور serieux f باتنة,find_worker,mover,synth
ياخو نحب نشري ماشينة صابون جديدة شحال السوم؟,out_of_scope,none,synth
كليمة الطوموبيل ما تبردش شكون عندو حل,find_worker,mechanic,synth
نحول من وهران للعاصمة ونحتاج نقل العفش شكون عندو حل,find_worker,mover,synth
شحال يكلفني مول الحلاقة لليوم كامل؟ وشكرا مسبقا,price_inquiry,barber,synth
combien pour voyant moteur allumé fel tableau?,price_inquiry,mechanic,synth
"bonjour, chkoun rbe7 el match lbare7?",out_of_scope,none,synth
الجنان محتاج تنگية وگازون جديد,out_of_scope,none,synth
الكونتور يدق كي نشعلو زوج ماشينات فيسع فيسع,urgent_service,electrician,synth
سلام، البيسي تاعي ولا ثأيل بزاف واش نديار؟,out_of_scope,none,synth
nheb kwafur yji lyoum l Alger,find_worker,barber,synth
واش هي الأسعار تاع لحّام في سكيكدة؟,price_inquiry,welder,synth
nebghi nechri machine a laver jdida ch7al? rabi y7afdkom,out_of_scope,none,synth
راني نحوس على مول الجبس في عنابة,find_worker,plasterer,synth
الدرج الخشبي يزڨزڨ فيسع فيسع,urgent_service,carpenter,synth
besoin d un mécanicien serieux f Oran,find_worker,mechanic,synth
ya kho je cherche un plombi à Mostaganem,find_worker,plumber,synth
شحال السوم تاع خياطة؟,price_inquiry,tailor,synth
نبغي وصفة كسكسي بالدجاج,out_of_scope,none,synth
يعطيكم الصحة، نحوس ميكانيسيان ناشط في الشلف,find_worker,mechanic,synth
rani n7awes 3la couturiere f Batna,find_worker,tailor,synth
نحوس على طبيب أسنان مليح في Oran,out_of_scope,none,synth
raccourcir un jean jdid,find_worker,tailor,synth
ya cheikh installer des spots fel plafond w ma 3reftch win nrou7,find_worker,electrician,synth
sa7bi combien coute un 7addad?,price_inquiry,welder,synth
الما يقطر من سقف الحمام الله يخليك,find_worker,plumber,synth
ch7al ydir réparateur électroménager f Setif?,price_inquiry,appliance_repair,synth
سلام خويا، بليز مصلح الأجهزة في جيجل ضركا ضركا، الميكروند مات,urgent_service,appliance_repair,synth
نحتاج نزيد بيت فوق السطح، شكون يعرف ماصون مليح؟,find_worker,mason,synth
ma lqitch مول الطياب disponible f باتنة,find_worker,caterer,synth
سلام، شكون ربح الكان هاد العام؟,out_of_scope,none,synth
شحال يكلف نحتاج صباغة السقف؟,price_inquiry,painter,synth
نقدر نلقى منوزيي يجي اليوم لـ سطيف؟,find_worker,carpenter,synth
kifah nbeddel numero ta3i f compte? svp,app_question,none,synth
سلام خويا، ربي يحفظكم,greeting_chitchat,none,synth
شحال السوم تاع خياطة,price_inquiry,tailor,synth
يا شيخ واش من فيلم زين نتفرجو اليوم؟,out_of_scope,none,synth
نبدلو الدار الشهر الجاي ونحتاجو نقل القش شكون عندو حل,find_worker,mover,synth
شحال تكلف خدمة: نحب نكوموندي حلويات تقليدية للعرس؟,price_inquiry,caterer,synth
كيفاش نبعث طلب خدمة؟ يعطيكم الصحة,app_question,none,synth
نحوس على طبيب أسنان مليح في بجاية,out_of_scope,none,synth
ch7al nkhalles bach nsale7 porte en fer forgé lel 7ouch?,price_inquiry,welder,synth
nheb nfassel karakou lel 3ers,find_worker,tailor,synth
كيفاش نبدل المهنة تاعي في البروفيل؟ وشكرا مسبڨا,app_question,none,synth
ya kho tarqi3 ta3 kachabiya n7taj khayat tawa dorka,urgent_service,tailor,synth
wach kayen wa7ed y3aweni f khedma f dar 9rib meni f Batna?,find_worker,none,synth
baignoire msdouda fissa3 svp,urgent_service,plumber,synth
سلام، نحب نتعلم الحلاگة باش نحل صالون,out_of_scope,none,synth
win nel9a pizzeria mli7a f Setif?,out_of_scope,none,synth
نحوس على طبيب أسنان زين في وهران,out_of_scope,none,synth
نحب نتعلم الخياطه واش كاين تكوين ڨريب؟,out_of_scope,none,synth
recette ta3 tajine 7lou lel 3id svp,out_of_scope,none,synth
sa7bi wach men film mli7 nchoufou lyoum?,out_of_scope,none,synth
عندي نحب نبدل لون الصالون ونحتاج واحد يصلحهالي,find_worker,painter,synth
صحا، ارجو المساعدة بسرعة، الكارلاج تاع الحمام تڨلع وولى يجمع الما,urgent_service,mason,synth
حاله مستعجله: البانيو مسدود والما ما ينزلش,urgent_service,plumber,synth
نبغي نكوموندي حلويات تقليديه للعرس!! نحتاج واحد يجي فيسع,urgent_service,caterer,synth
شحال يكلفني bennay لليوم كامل؟,price_inquiry,mason,synth
svp restaurant mli7 l le diner f Oran?,out_of_scope,none,synth
واش من فيلم مليح نتفرجو اليوم؟ بارك الله فيكم,out_of_scope,none,synth
devis approximatif: retouche w tadyiq nta3 roba? merci,price_inquiry,tailor,synth
نحوس على ريسطورون مليح للعشاء في ورقلة,out_of_scope,none,synth
يا جماعة شحال يكلف الاشتراك في الشهر؟,app_question,none,synth
نأدر نلأى ميكانيكي يجي اليوم لـ برج بوعريريج؟,find_worker,mechanic,synth
rani n7awes 3la wa7ed y3aweni f khedma f dar f Bordj Bou Arreridj,find_worker,none,synth
نحب نتعلم الخياطة واش كاين تكوين اريب؟ الله يخليك,out_of_scope,none,synth
الكليمة تجمد وتحبس وحدها فيسع فيسع,urgent_service,ac_repair,synth
من فضلكم الما ضعيف ما يطلعش للطابق من فضلكم,find_worker,plumber,synth
robinet y9atter n7taj plombi tawa dork,urgent_service,plumber,synth
ch7al nkhalles bach nsale7 nrakeb un lustre f salon?,price_inquiry,electrician,synth
واش التطبيق يخدم بلا انترنات؟,app_question,none,synth
نحب نركب باب رئيسية جديدة عاونوني,find_worker,carpenter,synth
urgence!! cuisine en bois sur mesure f Chlef,urgent_service,carpenter,synth
شحال تكلف خدمة: كاين ريحة مجاري في الحمام؟,price_inquiry,plumber,synth
3andi frigo ma ybaredch ya kho,find_worker,appliance_repair,synth
نحوس على شقة للكراء في بليدة,out_of_scope,none,synth
نحوس على شقة للكراء في Ghardaia,out_of_scope,none,synth
بليز مول السباكة في تيزي وزو ضركا ضركا، اللافابو راه يفويتي,urgent_service,plumber,synth
يا جماعة وين نشري الزرع والورد للجنان في قسنطينة؟,out_of_scope,none,synth
نحب نتعلم الخياطة واش كاين تكوين گريب,out_of_scope,none,synth
buffet pour fete de fiançailles fissa3 svp,urgent_service,caterer,synth
شحال يكلفني عاملة تنظيف لليوم كامل,price_inquiry,cleaner,synth
les prix ta3 soudeur f Constantine?,price_inquiry,welder,synth
n7awes 3la appartement l kra f الشلف svp,out_of_scope,none,synth
الپاركي تاع البيت تخرب، شكون يعرف منوزيي مليح؟,find_worker,carpenter,synth
عندي البورطاي ما عادش يتسكر مليح ونحتاج واحد يصلحهالي,find_worker,welder,synth
نحتاج لي يصلح الماشينات يجي غدوة الصباح لـ بومرداس,find_worker,appliance_repair,synth
combien coute un sebbak?,price_inquiry,plumber,synth
راني نحوس على بلومبيي في بليدة,find_worker,plumber,synth
les lampes yrigliw wa7edhom wach ndir,find_worker,electrician,synth
win nechri gazon w les plantes f Batna?,out_of_scope,none,synth
ma l9itch demenageur disponible f Mostaganem,find_worker,mover,synth
شكون يركب سگي أوتوماتيك في الجنينه؟,out_of_scope,none,synth
واش كاين شي واحد يعاونني في خدمة في الدار قريب من غرداية,find_worker,none,synth
يا جماعة راني نحوس على خدمة نخدمها، واش كاين بلايص؟,out_of_scope,none,synth
عندي نقل عفش عروسة,find_worker,mover,synth
win nechri machine a coudre f Bordj Bou Arreridj?,out_of_scope,none,synth
دورك دورك الرطوبة كلات الحيط تاع البيت,urgent_service,mason,synth
reparer les volets ta3 fenetres men fadlkom,find_worker,carpenter,synth
nebghi nechri machine a laver jdida ch7al? wallah ghir 7asel,out_of_scope,none,synth
cas urgent: fissures kbar fel 7it,urgent_service,mason,synth
ch7al taman bach ndir coiffeur yji l dar?,price_inquiry,barber,synth
kifach rah el jaw f Constantine?,out_of_scope,none,synth
nbeddel couleur nta3 salon ... chkoun ysal7hali?,find_worker,painter,synth
واش راك؟ يعطيكم الصحة,greeting_chitchat,none,synth
femme de menage teji kol jem3a!! chkoun yji fissa3,urgent_service,cleaner,synth
يعطيكم الصحة، نحوس مصلح تلاجات ناشط في جيجل,find_worker,appliance_repair,synth
dork dork trou kbir fel mur en platre,urgent_service,plasterer,synth
شكون عندو نيميرو تاع ميكانيكي في سطيف؟,find_worker,mechanic,synth
n7taj taxi l aeroport ghedwa wallah ghir 7asel,out_of_scope,none,synth
نحب بورطاي حديد للغاراج ومازال ما لقيتش لي يصلحها,find_worker,welder,synth
ضروك دورك الماشينة تاع الصابون تجري الما من تحت,urgent_service,appliance_repair,synth
ياخو راني نحوس على لي يدير الميناج في سطيف,find_worker,cleaner,synth
كيفاه نبعث طلب خدمة,app_question,none,synth
brushing w couleur f dar wach ndir,find_worker,barber,synth
"svp plakist f Skikda vite, faux plafond ba13 f salon",urgent_service,plasterer,synth
شكون عندو نيميرو تاع ميكانيسيان في سكيكدة؟,find_worker,mechanic,synth
sa7bi 3awnouni nettoyage ta3 dar ba3d le demenagement w rani 7asel,urgent_service,cleaner,synth
combien pour transporter frigo w machine?,price_inquiry,mover,synth
راهي عندي اللافابو راه يفويتي وحاصل,find_worker,plumber,synth
جاري گالي نسگسي هنا على منوزيي في وهران,find_worker,carpenter,synth
depuis 3 jours 3andna le portail khrej men blasstou,find_worker,welder,synth
wach n2der nkoun worker w client f meme temps? svp,app_question,none,synth
نحتاج مول الخياطة يجي غدوة الصباح لـ غرداية,find_worker,tailor,synth
kifach rah el jaw f Ghardaia?,out_of_scope,none,synth
نقدر نلقى مول البناء يجي اليوم لـ بسكره؟,find_worker,mason,synth
"svp kwafur f Boumerdes vite, coiffure ta3 la mariée a domicile w chokran",urgent_service,barber,synth
عندي حلاڨة اللحية والتحديد ونحتاج واحد يصلحهالي,find_worker,barber,synth
الرطوبه كلات الحيط تاع البيت عاونوني,find_worker,mason,synth
ch7al ydir reparateur climatiseur f Boumerdes?,price_inquiry,ac_repair,synth
شحال يدير صباغ في عنابة؟,price_inquiry,painter,synth
ch7al ydir peintre f Constantine,price_inquiry,painter,synth
وين نشري بلاكات بلاكو بالجملة؟,out_of_scope,none,synth
urgence!! casser un mur w n7elou bab f Blida,urgent_service,mason,synth
ch7al ykalefni plombier pour une journee?,price_inquiry,plumber,synth
voyant moteur allumé fel tableau men fadlkom,find_worker,mechanic,synth
عاونوني! الجبس تاع السڨف تشڨڨ ومحتاج تصليح وراني حاصل,urgent_service,plasterer,synth
الفور ما يسخنش ونحتاج مصلح تلاجات ديركت ضروك,urgent_service,appliance_repair,synth
ch7al ykalefni plaquiste pour une journee?,price_inquiry,plasterer,synth
dork dork mur ta3 7ouch mayel,urgent_service,mason,synth
menage hebdomadaire ... chkoun ysal7hali?,find_worker,cleaner,synth
nheb سباك yji lyoum l تلمسان,find_worker,plumber,synth
ضركا دورك الميكروند مات,urgent_service,appliance_repair,synth
يا جماعة واش التطبيق يخدم بلا انترنات؟,app_question,none,synth
ch7al nkhalles bach nsale7 déplacer la clim l chambre okhra?,price_inquiry,ac_repair,synth
الفنيترة ما تسكرش مليح فيسع فيسع,urgent_service,carpenter,synth
ياخو راني نحوس على خدمة نخدمها، واش كاين بلايص؟,out_of_scope,none,synth
معليش تأولي كيفاش راه الطأس في وهران؟,out_of_scope,none,synth
عاونوني! الطابلة تاع الصالون محتاجة تصليح وراني حاصل,urgent_service,carpenter,synth
chkoun 3ando numero ta3 khayat f Blida?,find_worker,tailor,synth
ch7al taman bach ndir transport nta3 piano?,price_inquiry,mover,synth
نحتاج عمال ينزلولي العفش من الطابق الخامس!! نحتاج واحد يجي فيسع,urgent_service,mover,synth
combien coute un khayat?,price_inquiry,tailor,synth
التلاجة ما تبردش والمأكلة تخسر، شكون يعرف reparateur machine a laver مليح,find_worker,appliance_repair,synth
le portail khrej men blasstou,find_worker,welder,synth
سلام، مستعجل: نحتاج مول الصباغة اليوم في الجزائر العاصمة,urgent_service,painter,synth
ya cheikh chkoun y9asli el gazon ta3 jardin?,out_of_scope,none,synth
cas urgent: menage ba3d la fete,urgent_service,cleaner,synth
راني نحوس على صباغ في الشلف يعطيكم الصحة,find_worker,painter,synth
عندي نحب نركب باب رئيسيه جديده,find_worker,carpenter,synth
صاحبي شكرا بزاف,greeting_chitchat,none,synth
"ya khouya svp مول الطياب f جيجل vite, gateaux traditionnels lel 3ers",urgent_service,caterer,synth
"svp mikanisyan f Boumerdes vite, les freins ydiro bruit",urgent_service,mechanic,synth
ch7al taman bach ndir couscous l 50 personnes lel sada9a?,price_inquiry,caterer,synth
win nechri gazon w les plantes f بسكرة?,out_of_scope,none,synth
n7awes jardinier zin ytayye7li les mauvaises herbes rabi y7afdkom,out_of_scope,none,synth
السياج الأخضر تاع الجنان يحتاج تقليم والله غير حاصل,out_of_scope,none,synth
سلام خويا، عندي طوفان الما في الكوزينة في الدار، واش نديار؟,find_worker,plumber,synth
شحال يكلف الاشتراك في الشهر؟,app_question,none,synth
sa7bi n7awes 3la appartement l kra f Tizi Ouzou,out_of_scope,none,synth
wesh rak? w chokran,greeting_chitchat,none,synth
wach negder ncancel demande b3aththa?,app_question,none,synth
wach kayen déménageur grib meni f Ghardaia,find_worker,mover,synth
يا خويا نبغي نشري طوموبيل مستعملة، واش تنصحوني؟,out_of_scope,none,synth
نبغي نكوموندي حلويات تقليديه للعرس، شكون يعرف مول الطياب مليح؟,find_worker,caterer,synth
يا جماعة تقصير الكم تاع القميجة ومازال ما لقيتش لي يصلحها,find_worker,tailor,synth
wach kayen wa7ed y3aweni f khedma f dar qrib meni f Setif?,find_worker,none,synth
يا جماعة شحال نخلص باش نصلح الطوموبيل ما تحبش تشعل؟,price_inquiry,mechanic,synth
ya kho n7awes 3la appartement l kra f Skikda,out_of_scope,none,synth
نحب نتعلم الخياطة واش كاين تكوين قريب؟ يعطيكم الصحة,out_of_scope,none,synth
نبيع تيليفون سامسونج شبه جديد وشكرا مسبڨا,out_of_scope,none,synth
urgence!! tabbakha tji ttayeb f dar f Setif,urgent_service,caterer,synth
ma l9itch déménageur disponible f Batna,find_worker,mover,synth
يعطيكم الصحة، نحوس مول الصباغة ناشط في سطيف,find_worker,painter,synth
عندي فو بلافون مع اضاءة مخبية,find_worker,plasterer,synth
kifach rah el jaw f Annaba?,out_of_scope,none,synth
chkoun 3ando numero nta3 7addad f Alger,find_worker,welder,synth
من فضلكم وين نشري بلاكات بلاكو بالجملة؟,out_of_scope,none,synth
nheb مول السباكة yji lyoum l وهران,find_worker,plumber,synth
chkoun 3ando numero ta3 7addad f Biskra?,find_worker,welder,synth
عندي الما حابس في الدار كامل في الدار، واش نديار؟,find_worker,plumber,synth
win kayen pharmacie griba f Bordj Bou Arreridj?,out_of_scope,none,synth
devis approximatif: les murs mkharbchin ye7tajo enduit?,price_inquiry,painter,synth
la voiture t7bes f nos tri9 ... chkoun ysal7hali?,find_worker,mechanic,synth
combien pour meuble tv en placo fel mur?,price_inquiry,plasterer,synth
ma l9itch مول الكليمة disponible f ورقلة,find_worker,ac_repair,synth
ma lqitch plakist disponible f Batna wallah ghir 7asel,find_worker,plasterer,synth
واش التطبيأ مجاني ولا بالخلاص؟,app_question,none,synth
slm ya kho,greeting_chitchat,none,synth
3awnouni interrupteur khasser w rani 7asel,urgent_service,electrician,synth
نحب نخيط اندورة للعيد، شكون يعرف مول الخياطة مليح؟,find_worker,tailor,synth
"svp mol l placo f Blida vite, trou kbir fel mur en platre",urgent_service,plasterer,synth
kifah rah el jaw f Batna?,out_of_scope,none,synth
ya khouya c'est quoi l'abonnement pro?,app_question,none,synth
سلام خويا، كيفاش نخدم بهاد التطبيق؟,app_question,none,synth
win nechri machine a coudre f Constantine?,out_of_scope,none,synth
كيفاش نبعث طلب خدمه؟,app_question,none,synth
كيفاه نشوف تقييمات العامل قبل ما نخدم معاه؟,app_question,none,synth
location camion m3a demenageurs chkoun 3ando solution,find_worker,mover,synth
شحال يكلفني دهان لليوم كامل؟,price_inquiry,painter,synth
sa7bi le platre ta3 plafond tcheqqeq,find_worker,plasterer,synth
نحوس على شقة للكراء في Setif ياخو,out_of_scope,none,synth
chkoun yqasli el gazon ta3 jardin?,out_of_scope,none,synth
ch7al ykalefni تريتور pour une journee?,price_inquiry,caterer,synth
نحب ديكور جبس في السگف ونحتاج بلاكيست ديركت توا بارك الله فيكم,urgent_service,plasterer,synth
كيفاش نشارك في العروض تاع الخدمات؟ بارك الله فيكم,app_question,none,synth
فويت دو تحت اللافابو,find_worker,plumber,synth
frigo ma ybaredch,find_worker,appliance_repair,synth
الله يخليكم نحتاج نبدل الكابلاج الگديم تاع الدار ومگدرتش نلگى حل بارك الله فيكم,urgent_service,electrician,synth
بليز بنّاء في غردايه دورك دورك، نحتاج نزيد بيت فوق السطح,urgent_service,mason,synth
clim ma tberredch!! chkoun yji fissa3?,urgent_service,ac_repair,synth
svp recette ta3 tajine 7lou lel 3id,out_of_scope,none,synth
يا شيخ نحب نتعلم الخياطة واش كاين تكوين قريب؟,out_of_scope,none,synth
micro-onde mat,find_worker,appliance_repair,synth
يعطيكم الصحة، نحوس ميكانيكي ناشط في ورألة الله يخليك,find_worker,mechanic,synth
ch7al taman bach ndir lampe techmel w tetfa wa7edha?,price_inquiry,electrician,synth
شحال تكلف خدمة: الكليمة تجري الما من الداخل؟,price_inquiry,ac_repair,synth
واش كاين شي بلاكيست قريب من باتنة؟ والله غير حاصل,find_worker,plasterer,synth
ya3ychek,greeting_chitchat,none,synth
wach ne2der nesta3mel l appli offline? rabi y7afdkom,app_question,none,synth
chokran svp,greeting_chitchat,none,synth
cas urgent: decor jebs fel plafond,urgent_service,plasterer,synth
restaurant mli7 l le diner f Biskra?,out_of_scope,none,synth
كاين ريحة مجاري في الحمام واش نديار,find_worker,plumber,synth
من فضلكم راني نحوس على خدمة نخدمها، واش كاين بلايص؟,out_of_scope,none,synth
cv? ya kho,greeting_chitchat,none,synth
شحال يكلف اللافيسال تحبس في نص البروغرام؟,price_inquiry,appliance_repair,synth
je cherche un mol clima à Alger,find_worker,ac_repair,synth
"svp maçon f Ghardaia vite, le carrelage ta3 hammam tqalla3",urgent_service,mason,synth
شكون يركب سڨي أوتوماتيك في الجنينة؟ ياخو,out_of_scope,none,synth
سلام، وين نشري بلاكات بلاكو بالجملة؟,out_of_scope,none,synth
عندي نحب نكوموندي حلويات تگليديه للعرس في الدار، واش نديار؟,find_worker,caterer,synth
شحال السوم نتاع مصلح الأجهزة؟ الله يخليك,price_inquiry,appliance_repair,synth
transporter frigo w machine n7taj demenageur tawa dork,urgent_service,mover,synth
شحال يكلف الكونتور يدق كي نشعلو زوج ماشينات؟,price_inquiry,electrician,synth
صحا، واش الخلاص يكون كاش ولا بالكارطة؟,app_question,none,synth
ch7al ykalefni mol l placo pour une journee?,price_inquiry,plasterer,synth
وين كاين أقرب صيدلية في بجاية؟,out_of_scope,none,synth
vidange w les filtres wach ndir,find_worker,mechanic,synth
نحتاج لي يصلح الكليمة يجي غدوة الصباح لـ سكيكدة,find_worker,ac_repair,synth
ya khouya nebghi net3allem la soudure kayen formation?,out_of_scope,none,synth
كيفاش نبدل المهنة تاعي في البروفيل؟,app_question,none,synth
3awnouni tar9i3 ta3 serwal met9atta3 men rokba w rani 7asel,urgent_service,tailor,synth
rani n7awes 3la kwafur f Ouargla w chokran,find_worker,barber,synth
ياخو وين نلقى بيتزيريا مليحة في الشلف؟,out_of_scope,none,synth
urgence!! porte en fer forgé lel 7ouch f Setif,urgent_service,welder,synth
نحوس على ريسطورون مليح للعشاء في عنابة,out_of_scope,none,synth
ya khouya 3andi mochkla f wifi ta3 djezzy,out_of_scope,none,synth
علاش ما يوصلنيش الإشعار كي يجاوبني عامل؟ والله غير حاصل,app_question,none,synth
الله يبارك عليكم,greeting_chitchat,none,synth
repas ta3 khetana jour el jem3a chkoun 3ando solution merci,find_worker,caterer,synth
حالة مستعجلة: الدوش مڨطوع الما,urgent_service,plumber,synth
ya cheikh chkoun ygasli el gazon ta3 jardin?,out_of_scope,none,synth
win nechri gazon w les plantes f Annaba?,out_of_scope,none,synth
recette ta3 couscous svp,out_of_scope,none,synth
ya khouya les prix ta3 حلاق f جيجل?,price_inquiry,barber,synth
من فضلكم ربي يحفظكم,greeting_chitchat,none,synth
التلاجة ما تبردش والمأكلة تخسر ومازال ما لقيتش لي يصلحها,find_worker,appliance_repair,synth
واش كاين شي couturiere اريب من Tizi Ouzou؟,find_worker,tailor,synth
ch7al nkhalles bach nsale7 jebs nta3 plafond tah chwiya?,price_inquiry,plasterer,synth
"saha, n7awlou l dar jdida f nefs el 7ay chkoun 3ando solution",find_worker,mover,synth
بشحال الخدمة نتاع واحد يعاونني في خدمة في الدار تڨريبا؟ ياخو,price_inquiry,none,synth
شكون ربح الكان هاد العام؟ والله غير حاصل,out_of_scope,none,synth
يا جماعة شكون يركب سقي أوتوماتيك في الجنينة؟,out_of_scope,none,synth
rani n7awes 3la traiteur f Setif,find_worker,caterer,synth
win kayen pharmacie griba f الشلف?,out_of_scope,none,synth
n7awes 3la dentiste mli7 f مستغانم,out_of_scope,none,synth
يا جماعة عندي مشكلة في الويفي تاع دجيزي,out_of_scope,none,synth
واش هي الأسعار تاع مصلح الأجهزة في الجزائر العاصمة؟,price_inquiry,appliance_repair,synth
سلام، كيفاش نفعل الموقع باش يلقاوني العمال؟,app_question,none,synth
refaire la dalle ta3 la terrasse 3awnouni wallah ghir 7asel,find_worker,mason,synth
بليز ميكانيسيان في تلمسان دورك دورك، لاباتري راهي ميتة,urgent_service,mechanic,synth
combien pour déplacer la clim l chambre okhra?,price_inquiry,ac_repair,synth
nbeddel couleur ta3 salon w ma 3reftch win nrou7,find_worker,painter,synth
واش هي الأسعار تاع واحد يعاونني في خدمة في الدار في ورقلة؟,price_inquiry,none,synth
chkoun 3ando numero ta3 soudor f Ouargla?,find_worker,welder,synth
علاش ما يوصلنيش الإشعار كي يجاوبني عامل,app_question,none,synth
بليز عاملة تنظيف في الجزائر العاصمة دورك دورك، الكناپي ولا مصفر من الاولاد ويحتاج غسيل عميگ,urgent_service,cleaner,synth
"bonjour, rani n7awes 3la khedma nekhdemha, kayen des postes?",out_of_scope,none,synth
راهي عندي تنظيف الموكيت والكناپي وحاصل,find_worker,cleaner,synth
chokran w chokran,greeting_chitchat,none,synth
les prix ta3 طباخة f بسكرة?,price_inquiry,caterer,synth
chkoun 3ando numero ta3 réparateur électroménager f Bejaia,find_worker,appliance_repair,synth
عندي نبغي حماية حديد للفنيترات في الدار، واش نديار,find_worker,welder,synth
svp faux plafond avec lumiere indirecte chkoun 3ando solution,find_worker,plasterer,synth
trou kbir fel mur en platre chkoun 3ando solution,find_worker,plasterer,synth
واش التطبيگ يخدم بلا انترنات؟,app_question,none,synth
عندي الماشينة تاع الصابون ما تدورش في الدار، واش نديار؟,find_worker,appliance_repair,synth
عاونوني! السقف تاع البلاكو طاح منو طرف وراني حاصل,urgent_service,plasterer,synth
chkoun 3ando numero ta3 كهربائي f غرداية?,find_worker,electrician,synth
بليز مول الكليمة في بومرداس دورك دورك، الكليمة تطلق ريحة كريهة,urgent_service,ac_repair,synth
تحفيفة وتدريج شاب للولد واش نديار,find_worker,barber,synth
je cherche un reparateur climatiseur à Bordj Bou Arreridj,find_worker,ac_repair,synth
3andi frigo ma ybaredch,find_worker,appliance_repair,synth
svp c'est quoi l'abonnement pro?,app_question,none,synth
دلوني على مول الخياطة شاطر ومعقول,find_worker,tailor,synth
ya cheikh thanks,greeting_chitchat,none,synth
شحال يكلفني لحّام لليوم كامل؟,price_inquiry,welder,synth
حاله مستعجله: نبغي نديار باب حديد للحوش,urgent_service,welder,synth
n7awes 3la appartement l kra f Oran,out_of_scope,none,synth
ch7al ydir traiteur f Ouargla?,price_inquiry,caterer,synth
wach kayen trisyan 9rib meni f Biskra,find_worker,electrician,synth
jebs ta3 plafond tah chwiya 3awnouni,find_worker,plasterer,synth
شحال يكلف تنظيف الموكيت والكناپي؟,price_inquiry,cleaner,synth
fermeture eclair ta3 veste khasra,find_worker,tailor,synth
