text,intent,profession,source
نحب ننقل العفش لدار جديدة!! نحتاج واحد يجي فيسع من الصيف,urgent_service,mover,synth_v6_seasonal
ch7al nkhels bach nsel7 fouit dou t7et lavabo? dimanche aprem,price_inquiry,plumber,synth_v6_time
ch7al nkhels bach nsel7 fouit dou t7et lavabo? f villa,price_inquiry,plumber,synth_v6_location
ch7al nkhels bach nsel7 fouit dou t7et lavabo? khtar bezzaf,price_inquiry,plumber,synth_v6_intensifier
ya kho: nqedr nleqa kahrabaji yji lyoum l blida?,urgent_service,electrician,synth_v6_urgency
nqedr nleqa kahrabaji yji lyoum l blida? la semaine prochaine,find_worker,electrician,synth_v6_time
nqedr nleqa kahrabaji yji lyoum l blida? m3a9oul,find_worker,electrician,synth_v6_quality
الكليمة تأطر الما في البيت، شكون يعرف تأني كليماتيزور مليح؟ ياخو ناشط,find_worker,ac_repair,synth_v6_quality
مستعجل: مستعجل: نحتاج مول الخياطة اليوم في سطيف,urgent_service,tailor,synth_v6_urgency
مستعجل: نحتاج مول الخياطة اليوم في سطيف في فيلا,urgent_service,tailor,synth_v6_location
يا خويا راني نحوس على خياطة في تيزي وزو معقول,find_worker,tailor,synth_v6_quality
n7taj nzid bit foug lste7 fissa3 fissa3 avant ramadan,urgent_service,mason,synth_v6_time
3awnouni fenetre 3andna societe f ma tetsakkarch zin w rani 7asel,urgent_service,carpenter,synth_v6_persona
بليز: راني نحوس على ماصون في الشلف,urgent_service,mason,synth_v6_urgency
chkoun 3ando malk 3amara f numero ta3 tabbakha f Ouargla?,find_worker,caterer,synth_v6_persona
"besoin vite: 3andi refaire le carrelage ta3 cuisine, chkoun ye3ref bennay mli7?",urgent_service,mason,synth_v6_urgency
besoin vite: rahi 3nedi rtouch khfif 3la rouba lshera w7asl,urgent_service,tailor,synth_v6_urgency
rahi 3nedi rtouch khfif 3la rouba lshera w7asl professionnel,find_worker,tailor,synth_v6_quality
rahi 3nedi rtouch khfif 3la rouba lshera w7asl f manti9a ba3ida,find_worker,tailor,synth_v6_location
rahi 3nedi rtouch khfif 3la rouba lshera w7asl men les pluies,find_worker,tailor,synth_v6_seasonal
مستعجل: راهي عندي ريحة كابل محروق وحاصل,urgent_service,electrician,synth_v6_urgency
besoin walida marida f d un femme de ménage serieux f Mostaganem,find_worker,cleaner,synth_v6_persona
besoin d un femme de ménage serieux f Mostaganem fel 5eme etage,find_worker,cleaner,synth_v6_location
نحتاج بسرعة: ارجو المساعدة بسرعة، الروبيني يأطر,urgent_service,plumber,synth_v6_urgency
ارجو المساعدة بسرعة، الروبيني يأطر قبل رمضان,urgent_service,plumber,synth_v6_time
ارجو المساعدة والدة مريضة في الدار في بسرعة، الروبيني يأطر,urgent_service,plumber,synth_v6_persona
ارجو المساعدة بسرعة، الروبيني يأطر ناشط,urgent_service,plumber,synth_v6_quality
bghit bezzar: devis approximatif: demenagement men Oran l Alger,price_inquiry,mover,synth_v6_urgency
devis approximatif: demenagement men Oran l Alger aujourd hui,price_inquiry,mover,synth_v6_time
شكون عندو نيميرو تاع couturiere في Annaba؟ يعطيكم الصحة قبل الشتا,find_worker,tailor,synth_v6_time
"3andi nettoyage ta3 les bureaux, chkoun ye3ref femme de ménage mli7? vendredi",find_worker,cleaner,synth_v6_time
"3andi nettoyage ta3 les bureaux, chkoun ye3ref femme de ménage mli7? m3a garantie",find_worker,cleaner,synth_v6_quality
"3andi nettoyage ta3 les bureaux, chkoun ye3ref femme de ménage mli7? f centre ville",find_worker,cleaner,synth_v6_location
سلام، شحال نخلص باش نصلح نحب نعلي حيط الحوش متر زيادة؟ نهار الأحد العشية,price_inquiry,mason,synth_v6_time
سلام، شحال نخلص باش نصلح نحب نعلي حيط الحوش متر زيادة؟ عندو سمعة,price_inquiry,mason,synth_v6_quality
حلاڨة في الدار لشيخ كبير ما يڨدرش يخرج واش نديار نهار الجمعة,find_worker,barber,synth_v6_time
حلاڨة في الدار راني مستأجر في لشيخ كبير ما يڨدرش يخرج واش نديار,find_worker,barber,synth_v6_persona
حلاڨة في الدار لشيخ كبير ما يڨدرش يخرج واش نديار خلاص طفح الكيل,find_worker,barber,synth_v6_intensifier
cas urgent: degradé lel weld pas cher,urgent_service,barber,synth_v6_quality
cas urgent: degradé lel weld f dawahi,urgent_service,barber,synth_v6_location
cas urgent: degradé lel weld khtar bezzaf,urgent_service,barber,synth_v6_intensifier
cas urgent: degradé lel weld m3a l bard,urgent_service,barber,synth_v6_seasonal
نحب نركب باب رئيسية جديدة بارك الله فيكم في الضواحي,find_worker,carpenter,synth_v6_location
rahi 3andi magazin f 3nedi minaj asbou3i llefila w7asl,find_worker,cleaner,synth_v6_persona
rahi 3nedi minaj asbou3i llefila w7asl ye3raf khdemtou,find_worker,cleaner,synth_v6_quality
rahi 3nedi minaj asbou3i llefila w7asl m3a chta barda,find_worker,cleaner,synth_v6_seasonal
chhal ykelf el kounjilatour ma yjemdech? khtar bezzaf,price_inquiry,appliance_repair,synth_v6_intensifier
ch7al ykelfeni mikanisian llioum kamel? dimanche aprem,price_inquiry,mechanic,synth_v6_time
ch7al ykalefni menuisier appartement f pour une journee,price_inquiry,carpenter,synth_v6_persona
نحب صباغة غرفة الأطفال بألوان شابة واش نديار قبل العيد بيومين,find_worker,painter,synth_v6_time
نحب صباغة غرفة الأطفال بألوان شابة واش نديار رخيص,find_worker,painter,synth_v6_quality
نحب صباغة غرفة الأطفال بألوان شابة واش نديار في المركز,find_worker,painter,synth_v6_location
نحب صباغة غرفة الأطفال بألوان شابة واش نديار مع البرد الكبير,find_worker,painter,synth_v6_seasonal
شحال نخلص باش نصلح حلاقة في الدار لشيخ كبير ما يقدرش يخرج؟ مضمون,price_inquiry,barber,synth_v6_quality
شحال نخلص باش نصلح حلاقة في الدار لشيخ كبير ما يقدرش يخرج؟ في عمارة قديمة,price_inquiry,barber,synth_v6_location
urgent: el bab l7didia khrejt mn blasteha wne7taj l7am dirket tawa,urgent_service,welder,synth_v6_urgency
el bab l7didia khrejt mn blasteha wne7taj l7am dirket tawa aujourd hui,urgent_service,welder,synth_v6_time
el bab l7didia dar jdida f khrejt mn blasteha wne7taj l7am dirket tawa,urgent_service,welder,synth_v6_persona
el bab l7didia khrejt mn blasteha wne7taj l7am dirket tawa f appartement sghir,urgent_service,welder,synth_v6_location
el bab l7didia khrejt mn blasteha wne7taj l7am dirket tawa ma 3adch yet7amel,urgent_service,welder,synth_v6_intensifier
عندي حلاگة في الدار لشيخ كبير ما يگدرش يخرج ونحتاج واحد يصلحهالي في المدينة الجامعية,find_worker,barber,synth_v6_location
عندي حلاگة في الدار لشيخ كبير ما يگدرش يخرج ونحتاج واحد يصلحهالي راه خطير,find_worker,barber,synth_v6_intensifier
"y3etikm el s7a, nhawes mikaniki nacht f wheran men les pluies",find_worker,mechanic,synth_v6_seasonal
besoin vite: les amis urgence!! balustrade lel balcon f Jijel,urgent_service,welder,synth_v6_urgency
les amis urgence!! balustrade lel balcon f Jijel demain matin,urgent_service,welder,synth_v6_time
les amis urgence!! 3andi magazin f balustrade lel balcon f Jijel,urgent_service,welder,synth_v6_persona
شحال والدة مريضة في الدار في يكلفني sebbak لليوم كامل؟,price_inquiry,plumber,synth_v6_persona
ya cheikh depuis 3 jours 3andna la roue tneffes f dar cha3biya,find_worker,mechanic,synth_v6_location
ya cheikh depuis 3 jours 3andna la roue tneffes men l humidité,find_worker,mechanic,synth_v6_seasonal
lma 7abs f dar kamel chkoun 3nedou 7l yzid kol yum,find_worker,plumber,synth_v6_intensifier
besoin vite: chhal lsoum ta3 dhan?,price_inquiry,painter,synth_v6_urgency
chhal lsoum ta3 dhan? cette semaine,price_inquiry,painter,synth_v6_time
chhal lsoum ta3 dhan? m3a garantie,price_inquiry,painter,synth_v6_quality
الله يرحم الوالدين: شحال يكلفني مول السباكة لليوم كامل؟,price_inquiry,plumber,synth_v6_urgency
شحال يكلفني مول السباكة لليوم كامل؟ ياسر مليح,price_inquiry,plumber,synth_v6_quality
darori: chhal lsoum ta3 fam dou minaj? merci,price_inquiry,cleaner,synth_v6_urgency
chhal rani mosta2jer f lsoum ta3 fam dou minaj? merci,price_inquiry,cleaner,synth_v6_persona
"3andi 3ajouza wa7dani f buffet pour fete de fiançailles, chkoun ye3ref cuisiniere mli7?",find_worker,caterer,synth_v6_persona
rani n7awes 3la plakist f Oran demain matin,find_worker,plasterer,synth_v6_time
rani 3andi magazin f n7awes 3la plakist f Oran,find_worker,plasterer,synth_v6_persona
rani n7awes 3la plakist f Oran m3a l7ar chadid,find_worker,plasterer,synth_v6_seasonal
besoin d un dar jdida f agent de nettoyage serieux f Ouargla,find_worker,cleaner,synth_v6_persona
besoin d un agent de nettoyage serieux f Ouargla ma n9derch nebbet hakda,find_worker,cleaner,synth_v6_intensifier
s il vous plait: combien pour plafond placo tah mennou tarf?,price_inquiry,plasterer,synth_v6_urgency
combien pour plafond placo tah mennou tarf? aujourd hui,price_inquiry,plasterer,synth_v6_time
combien pour plafond placo tah mennou tarf? catastrophe,price_inquiry,plasterer,synth_v6_intensifier
combien pour plafond placo tah mennou tarf? men l ete,price_inquiry,plasterer,synth_v6_seasonal
بليز: ضركا دورك الكليمة تطلق ريحة كريهة,urgent_service,ac_repair,synth_v6_urgency
ضركا دورك الكليمة تطلق ريحة كريهة قبل الصيف,urgent_service,ac_repair,synth_v6_time
ضركا دورك الكليمة راني طالب في تطلق ريحة كريهة,urgent_service,ac_repair,synth_v6_persona
ضركا دورك الكليمة تطلق ريحة كريهة من الصيف,urgent_service,ac_repair,synth_v6_seasonal
كسكسي لخمسين نفر لصدقة ومازال ما لقيتش لي يصلحها خلاص طفح الكيل,find_worker,caterer,synth_v6_intensifier
bghit bezzar: lampe techmel w tetfa wa7edha 3awnouni,urgent_service,electrician,synth_v6_urgency
lampe techmel w tetfa wa7edha 3awnouni vendredi,find_worker,electrician,synth_v6_time
lampe techmel w tetfa wa7edha 3awnouni men l ete,find_worker,electrician,synth_v6_seasonal
خويا الكليمه ما تسخنش في الشتا شكون يجي يشوفها خلاص طفح الكيل,find_worker,ac_repair,synth_v6_intensifier
خويا الكليمه ما تسخنش في الشتا شكون يجي يشوفها من الصيف,find_worker,ac_repair,synth_v6_seasonal
jari 9ali nse9si hna 3la moul lkhiata fi msetghanm ma n9derch nebbet hakda,find_worker,tailor,synth_v6_intensifier
rani n7awes 3la demenageur f Oran avant ramadan,find_worker,mover,synth_v6_time
rani n7awes 3la 3andi magazin f demenageur f Oran,find_worker,mover,synth_v6_persona
عافاكم: بليز لي يصلح الماشينات في بومرداس ضركا ضركا، الميكروند مات,urgent_service,appliance_repair,synth_v6_urgency
بليز لي عندنا شركة في يصلح الماشينات في بومرداس ضركا ضركا، الميكروند مات,urgent_service,appliance_repair,synth_v6_persona
بليز لي يصلح الماشينات في بومرداس ضركا ضركا، الميكروند مات في المدينة الجامعية,urgent_service,appliance_repair,synth_v6_location
besoin vite: 3awnouni reparation grille ta3 fenetre w rani 7asel,urgent_service,welder,synth_v6_urgency
3awnouni reparation grille ta3 fenetre w rani 7asel khtar bezzaf,urgent_service,welder,synth_v6_intensifier
دورك دورك الديجونكتور يطيح ديما رخيص,urgent_service,electrician,synth_v6_quality
disjoncteur yti7 kol chwiya n7taj trisyan tawa dork f 7ay ra9i,urgent_service,electrician,synth_v6_location
disjoncteur yti7 kol chwiya n7taj trisyan tawa dork m3a chta barda,urgent_service,electrician,synth_v6_seasonal
yji daba: chhal tkelf khdema: jbes es s9af tai7 chouia chouia?,price_inquiry,plasterer,synth_v6_urgency
chhal tkelf khdema: jbes es s9af tai7 chouia chouia? la semaine prochaine,price_inquiry,plasterer,synth_v6_time
chhal tkelf khdema: jbes es s9af tai7 chouia chouia? f centre ville,price_inquiry,plasterer,synth_v6_location
chhal tkelf khdema: jbes es s9af tai7 chouia chouia? m3a chta barda,price_inquiry,plasterer,synth_v6_seasonal
جاري االي نسأسي هنا على لي يصلح الماشينات في وهران ناشط,find_worker,appliance_repair,synth_v6_quality
عندي الحيوط مخبشين ونحتاجو تصليح وصباغة قبل الشتا,find_worker,painter,synth_v6_time
عندي الحيوط مخبشين راني طالب في ونحتاجو تصليح وصباغة,find_worker,painter,synth_v6_persona
depuis 3 jours 3andna transport nta3 les affaires l dar jdida ma 3adch yet7amel,find_worker,mover,synth_v6_intensifier
ya kho: dork dork la clim tjemd wte7bes w7edha,urgent_service,ac_repair,synth_v6_urgency
ch7al ykelf ldrej lkhchebi yze9ze9? khayef ywelli akther,price_inquiry,carpenter,synth_v6_intensifier
"ri7a kabl m7erou9, chkoun y3erf kahrabji mlih? madmoun",find_worker,electrician,synth_v6_quality
"ri7a kabl m7erou9, chkoun y3erf kahrabji mlih? m3a l7ar chadid",find_worker,electrician,synth_v6_seasonal
توا توا: شحال السوم نتاع طباخة؟,price_inquiry,caterer,synth_v6_urgency
شحال السوم نتاع طباخة؟ نهار الجمعة,price_inquiry,caterer,synth_v6_time
شحال السوم نتاع طباخة؟ رخيص,price_inquiry,caterer,synth_v6_quality
بليز: الدار فيها التلاجة تدير صوت غريب من سيمانة كاملة,urgent_service,appliance_repair,synth_v6_urgency
الدار فيها التلاجة تدير صوت غريب من سيمانة كاملة هاذ الشهر,find_worker,appliance_repair,synth_v6_time
الدار فيها التلاجة تدير صوت غريب من سيمانة كاملة في حي راقي,find_worker,appliance_repair,synth_v6_location
نحب نركب باب رئيسية جديدة من فضلكم قبل العيد بيومين,find_worker,carpenter,synth_v6_time
نحب نركب باب رئيسية جديدة من فضلكم ثقة,find_worker,carpenter,synth_v6_quality
نحب نركب باب رئيسية جديدة من فضلكم ما عادش يتحمل,find_worker,carpenter,synth_v6_intensifier
ch7al ykelf n7taj tbakha l3ers mia nfer? f dawahi,price_inquiry,caterer,synth_v6_location
tritour llekhtana nhar el jme3a wne7taj traiteur dirket tawa ma 3adch yet7amel,urgent_service,caterer,synth_v6_intensifier
tritour llekhtana nhar el jme3a wne7taj traiteur dirket tawa m3a chta barda,urgent_service,caterer,synth_v6_seasonal
ya cheikh combien pour n9el machine a laver l etage? vendredi,price_inquiry,mover,synth_v6_time
ya cheikh combien pour n9el machine a laver l etage? mjarreb,price_inquiry,mover,synth_v6_quality
ضروري: مستعجل: نحتاج مصلح تلاجات اليوم في سطيف,urgent_service,appliance_repair,synth_v6_urgency
مستعجل: نحتاج مصلح تلاجات اليوم في سطيف مضمون,urgent_service,appliance_repair,synth_v6_quality
مستعجل: نحتاج مصلح تلاجات اليوم في سطيف يزيد كل يوم,urgent_service,appliance_repair,synth_v6_intensifier
مستعجل: نحتاج مصلح تلاجات اليوم في سطيف مع البرد الكبير,urgent_service,appliance_repair,synth_v6_seasonal
monter un mur en parpaing!! chkoun yji fissa3? pas cher,urgent_service,mason,synth_v6_quality
cas urgent: menage hebdomadaire m3a chta barda,urgent_service,cleaner,synth_v6_seasonal
نحتاج كوافور مليح في غرداية اليوم أو غدوة,find_worker,barber,synth_v6_time
نحتاج كوافور مليح في غرداية ياسر مليح,find_worker,barber,synth_v6_quality
نحتاج كوافور مليح في غرداية في الضواحي,find_worker,barber,synth_v6_location
نحتاج كوافور مليح في غرداية من الأمطار,find_worker,barber,synth_v6_seasonal
ضروري: من فضلكم شحال السوم تاع لي يصلح الكليمة؟,price_inquiry,ac_repair,synth_v6_urgency
من فضلكم شحال السوم تاع لي يصلح الكليمة؟ اليوم أو غدوة,price_inquiry,ac_repair,synth_v6_time
من فضلكم شحال السوم تاع لي يصلح الكليمة؟ محترف,price_inquiry,ac_repair,synth_v6_quality
الجبس تاع راني طالب في السقف تشقق ومحتاج تصليح شكون عندو حل,find_worker,plasterer,synth_v6_persona
الجبس تاع السقف تشقق ومحتاج تصليح شكون عندو حل رخيص,find_worker,plasterer,synth_v6_quality
الجبس تاع السقف تشقق ومحتاج تصليح شكون عندو حل في منطقة بعيدة,find_worker,plasterer,synth_v6_location
الله يرحم الوالدين: ارجو المساعدة بسرعة، السياج تاع الحديد تكسر ومحتاج سودير,urgent_service,welder,synth_v6_urgency
ارجو المساعدة بسرعة، السياج تاع الحديد تكسر ومحتاج سودير سريع,urgent_service,welder,synth_v6_quality
مستعجل: واش كاين شي بنّاء قريب من بليدة؟,urgent_service,mason,synth_v6_urgency
واش كاين شي بنّاء قريب من بليدة؟ ما نقدرش نبات هكذا,find_worker,mason,synth_v6_intensifier
construire un mur fel jardin n7taj bennay tawa douk m3a l bard,urgent_service,mason,synth_v6_seasonal
les prix ta3 bennay f Annaba? fel 5eme etage,price_inquiry,mason,synth_v6_location
مستعجل: دورك دورك الكليمة تجمد وتحبس وحدها,urgent_service,ac_repair,synth_v6_urgency
دورك دورك الكليمة تجمد وتحبس وحدها محترف,urgent_service,ac_repair,synth_v6_quality
bche7al el khdema ta3 li ysala7 clima t9eriba? samedi,price_inquiry,ac_repair,synth_v6_time
bche7al el khdema ta3 li ysala7 clima t9eriba? professionnel,price_inquiry,ac_repair,synth_v6_quality
bche7al el khdema ta3 li ysala7 clima t9eriba? m3a l7ar chadid,price_inquiry,ac_repair,synth_v6_seasonal
صاحبي نحب عندنا شركة في نديار كوزينة خشب على اياس شكون عندو حل,find_worker,carpenter,synth_v6_persona
صاحبي نحب نديار كوزينة خشب على اياس شكون عندو حل في المدينة الجامعية,find_worker,carpenter,synth_v6_location
"ya kho: slm, bche7al lkhdema ta3 coiffeur t9eriba?",price_inquiry,barber,synth_v6_urgency
"slm, bche7al lkhdema ta3 coiffeur t9eriba? avant l ete",price_inquiry,barber,synth_v6_time
"slm, bche7al lkhdema ta3 coiffeur t9eriba? pas cher",price_inquiry,barber,synth_v6_quality
"slm, bche7al lkhdema ta3 coiffeur t9eriba? khayef ywelli akther",price_inquiry,barber,synth_v6_intensifier
نحتاج أرفف للبيرو والله غير حاصل ناشط,find_worker,carpenter,synth_v6_quality
نحتاج أرفف للبيرو والله غير حاصل من الصيف,find_worker,carpenter,synth_v6_seasonal
نحتاج بسرعة: شحال السوم تاع خياطة؟,price_inquiry,tailor,synth_v6_urgency
شحال السوم تاع خياطة؟ نهار السبت الصباح,price_inquiry,tailor,synth_v6_time
شحال السوم تاع خياطة؟ ناشط,price_inquiry,tailor,synth_v6_quality
ضروري: شحال يكلف ترقيع الجاكيطة القديمة؟,price_inquiry,tailor,synth_v6_urgency
شحال يكلف ترقيع الجاكيطة القديمة؟ محترف,price_inquiry,tailor,synth_v6_quality
فو بلافون عندي دار جديدة في مع اضاءة مخبية!!! نحتاج واحد يجي فيسع,urgent_service,plasterer,synth_v6_persona
wech hi el as3ar ta3 mol lblakou f boumredas? madmoun,price_inquiry,plasterer,synth_v6_quality
عافاكم: مستعجل: نحتاج tabbakha اليوم في Mostaganem,urgent_service,caterer,synth_v6_urgency
مستعجل: نحتاج tabbakha اليوم في Mostaganem هاذ الشهر,urgent_service,caterer,synth_v6_time
مستعجل: نحتاج عندنا شركة في tabbakha اليوم في Mostaganem,urgent_service,caterer,synth_v6_persona
مستعجل: نحتاج tabbakha اليوم في Mostaganem بالضمان,urgent_service,caterer,synth_v6_quality
مستعجل: نحتاج tabbakha اليوم في Mostaganem من الرطوبة,urgent_service,caterer,synth_v6_seasonal
"besoin vite: bonjour, chkoun 3nedou nimirou ta3 mikanisian fi ghredaia?",urgent_service,mechanic,synth_v6_urgency
"bonjour, chkoun 3nedou nimirou ta3 mikanisian fi ghredaia? men l ete",find_worker,mechanic,synth_v6_seasonal
راني نحوس على تريسيان في عنابة في المدينة الجامعية,find_worker,electrician,synth_v6_location
راني نحوس على تريسيان في عنابة راه خطير,find_worker,electrician,synth_v6_intensifier
ya khouya nheb soudor yji lyoum l Tizi Ouzou ye3raf khdemtou,find_worker,welder,synth_v6_quality
عاونوني! الطابلة نتاع الصالون محتاجة تصليح وراني حاصل والله غير حاصل معقول,urgent_service,carpenter,synth_v6_quality
عاونوني! الطابلة نتاع الصالون محتاجة تصليح وراني حاصل والله غير حاصل من الرطوبة,urgent_service,carpenter,synth_v6_seasonal
"el kountour yde9 ki nche3lou zouj machinat, chkoun y3erf kahrabaji mli7? professionnel",find_worker,electrician,synth_v6_quality
"el kountour yde9 ki nche3lou zouj machinat, chkoun y3erf kahrabaji mli7? f dar cha3biya",find_worker,electrician,synth_v6_location
مستعجل: نحتاج والدة مريضة في الدار في لي يصلح الماشينات اليوم في تيزي وزو,urgent_service,appliance_repair,synth_v6_persona
caftan lel 3ers chkoun 3ando solution f dawahi,find_worker,tailor,synth_v6_location
مستعجل: شحال نخلص باش نصلح الشوفو ما يسخنش الما؟,price_inquiry,plumber,synth_v6_urgency
شحال نخلص باش نصلح الشوفو ما يسخنش الما؟ معقول,price_inquiry,plumber,synth_v6_quality
traiteur pour mariage 100 personnes w ma 3reftch win nrou7 m3a chta barda,find_worker,caterer,synth_v6_seasonal
نحتاج سودور راني عجوز وحداني في يجي غدوة الصباح لـ وهران,find_worker,welder,synth_v6_persona
نحتاج سودور يجي غدوة الصباح لـ وهران راه خطير,find_worker,welder,synth_v6_intensifier
نحتاج سودور يجي غدوة الصباح لـ وهران مع البرد الكبير,find_worker,welder,synth_v6_seasonal
راني نحوس على كوافور في ورقلة نهار الجمعة,find_worker,barber,synth_v6_time
راني راني مالك عمارة في نحوس على كوافور في ورقلة,find_worker,barber,synth_v6_persona
راني نحوس على كوافور في ورقلة سريع,find_worker,barber,synth_v6_quality
راني نحوس على كوافور في ورقلة في بيت شعبي,find_worker,barber,synth_v6_location
شحال يكلفني راني عجوز وحداني في مول البناء لليوم كامل؟,price_inquiry,mason,synth_v6_persona
شحال يكلفني مول البناء لليوم كامل؟ في المركز,price_inquiry,mason,synth_v6_location
خويا رتوش خفيف على روبة السهرة شكون يجي يشوفها مع الحر الشديد هذا,find_worker,tailor,synth_v6_seasonal
n7taj kouafour yji lledar nhar el 3res 3aounouni cette semaine,find_worker,barber,synth_v6_time
عاجل: بشحال الخدمة تاع مول السباكة تڨريبا؟,price_inquiry,plumber,synth_v6_urgency
بشحال راني طالب في الخدمة تاع مول السباكة تڨريبا؟,price_inquiry,plumber,synth_v6_persona
بشحال الخدمة تاع مول السباكة تڨريبا؟ في منطقة بعيدة,price_inquiry,plumber,synth_v6_location
dork dork installation chauffe-eau jdid avant ramadan,urgent_service,plumber,synth_v6_time
"3nedi n7taj nzid bit fou9 lste7 fi dar, wech ndiar catastrophe",find_worker,mason,synth_v6_intensifier
s il vous plait: douk dork nrakeb un lustre f salon,urgent_service,electrician,synth_v6_urgency
douk dork nrakeb un lustre f salon ye3raf khdemtou,urgent_service,electrician,synth_v6_quality
douk dork nrakeb un lustre f salon m3a chta barda,urgent_service,electrician,synth_v6_seasonal
n7taj li ydir el minaj yji ghodwa lsba7 l ghredaia sari3,find_worker,cleaner,synth_v6_quality
ch7al ykelfeni électricien llioum kamel? ce mois,price_inquiry,electrician,synth_v6_time
ch7al ykelfeni électricien llioum kamel? m3a garantie,price_inquiry,electrician,synth_v6_quality
ch7al ykelfeni électricien llioum kamel? men les pluies,price_inquiry,electrician,synth_v6_seasonal
yji daba: bche7al el khdema nta3 njar t9eriba,price_inquiry,carpenter,synth_v6_urgency
bche7al el khdema nta3 njar t9eriba f appartement sghir,price_inquiry,carpenter,synth_v6_location
bche7al el khdema nta3 njar t9eriba yzid kol yum,price_inquiry,carpenter,synth_v6_intensifier
bghit bezzar: rani nhawes 3la tabbakha f Bordj Bou Arreridj,urgent_service,caterer,synth_v6_urgency
darori: cas urgent: prise ma7rou9a,urgent_service,electrician,synth_v6_urgency
cas urgent: prise ma7rou9a aujourd hui,urgent_service,electrician,synth_v6_time
عندي والدة مريضة في الدار في نحب نبدل الروبينات تاع الكوزينة في الدار، واش نديار؟,find_worker,plumber,synth_v6_persona
besoin d un peintre serieux f Ouargla professionnel,find_worker,painter,synth_v6_quality
شحال تكلف خدمة: التلاجة ما تبردش والمأكلة تخسر؟ ما نقدرش نبات هكذا,price_inquiry,appliance_repair,synth_v6_intensifier
تنظيف الفور والتلاجة والكوزينة الكل قبل رمضان فيسع فيسع في الطابق الخامس,urgent_service,cleaner,synth_v6_location
نحتاج بسرعة: الماشينة نتاع الصابون ما تدورش، شكون يعرف لي يصلح الماشينات مليح؟,urgent_service,appliance_repair,synth_v6_urgency
الماشينة نتاع الصابون ما تدورش، شكون يعرف لي يصلح الماشينات مليح؟ نهار الجمعة,find_worker,appliance_repair,synth_v6_time
الماشينة نتاع الصابون ما تدورش، شكون يعرف لي يصلح الماشينات مليح؟ في حي راقي,find_worker,appliance_repair,synth_v6_location
recharge gaz ta3 la clim w ma 3reftch win nrou7 f appartement sghir,find_worker,ac_repair,synth_v6_location
transporter frigo w machine n7taj déménageur tawa dork cette semaine,urgent_service,mover,synth_v6_time
transporter frigo 3andna societe f w machine n7taj déménageur tawa dork,urgent_service,mover,synth_v6_persona
transporter frigo w machine n7taj déménageur tawa dork khtar bezzaf,urgent_service,mover,synth_v6_intensifier
transporter frigo w machine n7taj déménageur tawa dork m3a l bard,urgent_service,mover,synth_v6_seasonal
توا توا: ريحة كابل محروق ومازال ما لقيتش لي يصلحها,urgent_service,electrician,synth_v6_urgency
ريحة كابل عندي فيلا في محروق ومازال ما لقيتش لي يصلحها,find_worker,electrician,synth_v6_persona
ريحة كابل محروق ومازال ما لقيتش لي يصلحها من الأمطار,find_worker,electrician,synth_v6_seasonal
clim ta3 tonobil ma tberredch ... chkoun ysal7hali? ya kho f 7ay ra9i,find_worker,mechanic,synth_v6_location
drouk dork treqi3 ljakita el qdima ce mois,urgent_service,tailor,synth_v6_time
drouk dork treqi3 ljakita el qdima f 7ay ra9i,urgent_service,tailor,synth_v6_location
s il vous plait: devis approximatif: voyant moteur allumé fel tableau?,price_inquiry,mechanic,synth_v6_urgency
devis approximatif: voyant moteur allumé fel tableau? cette semaine,price_inquiry,mechanic,synth_v6_time
construire un mur fel jardin madmoun,find_worker,mason,synth_v6_quality
construire un mur fel jardin f appartement sghir,find_worker,mason,synth_v6_location
urgence!!! tabbakha lel 3ers f Blida men l humidité,urgent_service,caterer,synth_v6_seasonal
نحتاج بسرعة: عندي التلاجة تدير صوت غريب في الدار، واش نديار؟,urgent_service,appliance_repair,synth_v6_urgency
عندي التلاجة تدير صوت غريب في الدار، واش نديار؟ قبل العيد بيومين,find_worker,appliance_repair,synth_v6_time
الله يخليكم نحتاج تركيب كليمة جديدة ومأدرتش نلأى حل ناشط,urgent_service,ac_repair,synth_v6_quality
besoin vite: 3andi grand menage ta3 printemps,urgent_service,cleaner,synth_v6_urgency
3andi grand menage ta3 printemps khtar bezzaf,find_worker,cleaner,synth_v6_intensifier
الطوموبيل تحبس في نص الطريگ عاونوني في عمارة قديمة,find_worker,mechanic,synth_v6_location
نحتاج كوافور يجي للدار نهار العرس ومازال ما لقيتش لي يصلحها خلاص طفح الكيل,find_worker,barber,synth_v6_intensifier
نحتاج كوافور يجي للدار نهار العرس ومازال ما لقيتش لي يصلحها مع البرد الكبير,find_worker,barber,synth_v6_seasonal
"3andi machine a laver tejri el ma men ta7t, chkoun ye3ref réparateur électroménager mli7? la semaine prochaine",find_worker,appliance_repair,synth_v6_time
"3andi machine a laver tejri el ma men ta7t, chkoun ye3ref réparateur électroménager mli7? f centre ville",find_worker,appliance_repair,synth_v6_location
"3andi machine a laver tejri el ma men ta7t, chkoun ye3ref réparateur électroménager mli7? catastrophe",find_worker,appliance_repair,synth_v6_intensifier
"3andi machine a laver tejri el ma men ta7t, chkoun ye3ref réparateur électroménager mli7? men l humidité",find_worker,appliance_repair,synth_v6_seasonal
توا توا: يعطيكم الصحة، نحوس ميكانيسيان ناشط في الشلف,urgent_service,mechanic,synth_v6_urgency
يعطيكم الصحة، راني عجوز وحداني في نحوس ميكانيسيان ناشط في الشلف,find_worker,mechanic,synth_v6_persona
