text,intent,profession,source
kifech nchouf t9iimat el 3aml 9bel ma nkhedm m3ah?,app_question,none,synth
besoin d un plaquiste serieux f Chlef,find_worker,plasterer,synth
شحال نخلص باش نصلح الفرينات يديرو صوت يخوف؟,price_inquiry,mechanic,synth
n7eb bourtai 7did llegharaj!! n7taj wa7d yji fissa3,urgent_service,welder,synth
شحال السوم تاع femme de ménage؟,price_inquiry,cleaner,synth
عندي نديرو درابزين حديد للدرج ونحتاج واحد يصلحهالي,find_worker,welder,synth
restaurant zin l le diner f Bejaia?,out_of_scope,none,synth
wach el ttebi9 ykhedm bla anternat?,app_question,none,synth
شحال يكلف الدرج الخشبي يزقزق؟ بارك الله فيكم,price_inquiry,carpenter,synth
عاونوني! نديرو درابزين حديد للدرج وراني حاصل,urgent_service,welder,synth
gateaux traditionnels lel 3ers!! chkoun yji fissa3?,urgent_service,caterer,synth
نحب نخيط قندورة للعيد شكون عندو حل,find_worker,tailor,synth
chkoun rbe7 el match lbare7? rabi y7afdkom,out_of_scope,none,synth
chkoun y9asli el gazon nta3 jardin?,out_of_scope,none,synth
prise mahrouga wne7taj trisyan dirket tawa,urgent_service,electrician,synth
chkoun yrekb sqi aoutoumatik f el jnina?,out_of_scope,none,synth
3awnouni peindre le plafond w rani 7asel,urgent_service,painter,synth
راني نحوس على خدمة نخدمها، واش كاين بلايص؟ ياخو,out_of_scope,none,synth
صحا، كيفاش نقيّم العامل بعد الخدمة؟,app_question,none,synth
خويا تنظيف الفور والتلاجة والكوزينة الكل قبل رمضان شكون يجي يشوفها,find_worker,cleaner,synth
3awnouni placard sur mesure w rani 7asel,urgent_service,carpenter,synth
n7taj njar yji ghedwa el sba7 l stif,find_worker,carpenter,synth
rtouch khfif 3la rouba el shera wmazal ma l9itch li ysel7eha,find_worker,tailor,synth
compte guest kifach ykhdem? wallah ghir 7asel,app_question,none,synth
n7awes 3la appartement l kra f Tiaret,out_of_scope,none,synth
نحتاج صباغة السأف ونحتاج دهان ديركت توا,urgent_service,painter,synth
sa7bi n7taj kwafur mlih fi Batna,find_worker,barber,synth
صحا خويا,greeting_chitchat,none,synth
وين نشري ماكينة خياطة جديدة في جيجل؟,out_of_scope,none,synth
ta7fifa w l7ya n7taj kwafur tawa dork,urgent_service,barber,synth
combien coute un najjar?,price_inquiry,carpenter,synth
وين نلگى تكوين في النجارة؟,out_of_scope,none,synth
svp dork dork pression ta3 el ma dai3fa bezzaf,urgent_service,plumber,synth
3awnouni coiffeur yji l dar w rani 7asel,urgent_service,barber,synth
douk dork portail nta3 garage mkasser,urgent_service,welder,synth
plafond placo tah mennou tarf w ma 3reftch win nrou7,find_worker,plasterer,synth
وين نشري الزرع والورد للجنان في الجزائر العاصمة؟,out_of_scope,none,synth
c'est quoi l'abonnement pro?,app_question,none,synth
شحال السوم نتاع مول البناء؟ وشكرا مسبقا,price_inquiry,mason,synth
degradé lel weld ... chkoun ysal7hali,find_worker,barber,synth
"3andi ndiro des marches 9oddam el bab, chkoun ye3ref bennay mli7?",find_worker,mason,synth
نحوس على طبيب أسنان مليح في جيجل,out_of_scope,none,synth
نبغي نديار ڨفص حديد فوڨ السطح شكون عندو حل,find_worker,welder,synth
جاري قالي نسقسي هنا على ديمناجور في سطيف,find_worker,mover,synth
ya cheikh recette nta3 tajine 7lou lel 3id,out_of_scope,none,synth
راهي عندي نحتاج صباغة السقف وحاصل,find_worker,painter,synth
four ma yeskhonch w ma 3reftch win nrou7,find_worker,appliance_repair,synth
"saha, cv?",greeting_chitchat,none,synth
شحال يدير بلومبيي في قسنطينه؟,price_inquiry,plumber,synth
دلوني على مصلح تلاجات شاطر ومعقول,find_worker,appliance_repair,synth
سلام، نبغي نتعلم الكهرباء واش كاين تكوين؟,out_of_scope,none,synth
راهي عندي الما يقطر من سقف الحمام وحاصل,find_worker,plumber,synth
3nedi tdii9 l9mija mn el jnab bach tji 3la l9d wne7taj wa7d ysel7ehali,find_worker,tailor,synth
nebghi ncheri machina saboun jdida ch7al el soum?,out_of_scope,none,synth
restaurant mli7 l le diner f Mostaganem?,out_of_scope,none,synth
depuis 3 jours 3andna menage apres travaux,find_worker,cleaner,synth
حالة مستعجلة: نغطيو البيام تاع البلافون بالجبس,urgent_service,plasterer,synth
je cherche un cuisiniere à Constantine,find_worker,caterer,synth
الدار فيها الاومبرياج يزلق من سيمانة كاملة,find_worker,mechanic,synth
شحال تكلف خدمة: نحتاج مرا تعاون ماما في قضيان الدار؟,price_inquiry,cleaner,synth
je cherche un reparateur climatiseur à Biskra,find_worker,ac_repair,synth
شحال نخلص باش نصلح الروبيني يأطر؟,price_inquiry,plumber,synth
عاونوني! ضو نتاع الموتور شاعل في الطابلو وراني حاصل,urgent_service,mechanic,synth
nbeniou ghrefa ziada llediaf fi el 7ouch!! n7taj wa7d yji fissa3,urgent_service,mason,synth
معليش تقولي كيفاه راه الطقس في Boumerdes؟,out_of_scope,none,synth
wach n9edr nset3eml lttebi9 kdif bla kount,app_question,none,synth
combien pour pression ta3 el ma dai3fa bezzaf,price_inquiry,plumber,synth
نحوس على ريسطورون مليح للعشاء في برج بوعريريج,out_of_scope,none,synth
eddar fiha n7eb ndiar kouzina khcheb 3la qias mn simana kamla,find_worker,carpenter,synth
"3andi lampe techmel w tetfa wa7edha, chkoun ye3ref kahrabji mli7?",find_worker,electrician,synth
nebghi reparateur climatiseur yji lyoum l Ouargla,find_worker,ac_repair,synth
nheb sbagha ghrefa latfal balouan chaba wach ndiar,find_worker,painter,synth
نحوس على طبيب أسنان مليح في سطيف,out_of_scope,none,synth
يعيشك خويا والله غير حاصل,greeting_chitchat,none,synth
raccourcir un jean jdid men fadlkom,find_worker,tailor,synth
"y3etikm el s7a, nhawes bna nacht f batna",find_worker,mason,synth
la voiture tdakhen dokhan k7el w ma 3reftch win nrou7,find_worker,mechanic,synth
grille de protection lel fenetres w ma 3reftch win nrou7,find_worker,welder,synth
راهي عندي التلاجة تدير صوت غريب وحاصل,find_worker,appliance_repair,synth
ya cheikh kifach nbeddel r9em tilifouni f lkount?,app_question,none,synth
slm,greeting_chitchat,none,synth
شحال نخلص باش نصلح التلاجة ما تبردش والمأكلة تخسر,price_inquiry,appliance_repair,synth
وين نقرا لانجليزية في بليدة؟,out_of_scope,none,synth
jari 9ali nse9si hna 3la 3amla tnedif f jijl,find_worker,cleaner,synth
combien coute un femme de ménage?,price_inquiry,cleaner,synth
kifah nkhedm bhad el ttebiq,app_question,none,synth
nhawes astad y3eti drous khsousia fi el riadiat wallah ghir 7asel,out_of_scope,none,synth
عندي نحب حماية حديد للفنيترات في الدار، واش نديار,find_worker,welder,synth
نحتاج لي يصلح الكليمة يجي غدوة الصباح لـ سكيكدة,find_worker,ac_repair,synth
راني نحوس على ماصون في برج بوعريريج,find_worker,mason,synth
wach lttebi9 mjani wla balkhelas,app_question,none,synth
نحتاج واحد يقص الحشيش تاع الجنان,out_of_scope,none,synth
3nedi n7oul mn wheran lle3asma wne7taj n2el el 3fech,find_worker,mover,synth
n7taj nrakeb skhan lma jdid 3aounouni,find_worker,plumber,synth
bche7al lkhdema ta3 kahrabji tqeriba?,price_inquiry,electrician,synth
نقل تلاجة وماشينة للطابق الثالث فيسع فيسع,urgent_service,mover,synth
عندي حلاقة في الدار لشيخ كبير ما يقدرش يخرج ونحتاج واحد يصلحهالي,find_worker,barber,synth
شحال تكلف خدمة: الفرينات يديرو صوت يخوف؟,price_inquiry,mechanic,synth
بشحال الخدمة تاع ماصون تڨريبا؟,price_inquiry,mason,synth
يعيشك خويا ياخو,greeting_chitchat,none,synth
3awnouni demenagement men Oran l Alger w rani 7asel,urgent_service,mover,synth
location camion m3a demenageurs wach ndir merci,find_worker,mover,synth
كيفاه نفعل الموڨع باش يلڨاوني العمال,app_question,none,synth
الله يخليكم الروبة تحتاج تضييگ من الجناب ومگدرتش نلگى حل,urgent_service,tailor,synth
مستعجل: نحتاج عاملة تنظيف اليوم في غرداية,urgent_service,cleaner,synth
نحتاج kwafur زين في Batna,find_worker,barber,synth
peinture nta3 chambre d'enfants fissa3 svp,urgent_service,painter,synth
nbeniou ghrefa ziada llediaf f el 7ouch wmazal ma l9itch li ysel7eha,find_worker,mason,synth
"bonjour, ch7al ykelfeni moul el mikanik llioum kamel?",price_inquiry,mechanic,synth
ياخو وين نشري ماكينة خياطة جديدة في جيجل؟,out_of_scope,none,synth
bche7al el khdema ta3 t9eni klimatizour t9eriba?,price_inquiry,ac_repair,synth
الحيط فيه شقوق كبار ونحتاج ماصون ديركت توا,urgent_service,mason,synth
نحب نتعلم الخياطة واش كاين تكوين ڨريب,out_of_scope,none,synth
شكون يركب سقي أوتوماتيك في الجنينة؟,out_of_scope,none,synth
installation sonnette ta3 el bab fissa3 svp,urgent_service,electrician,synth
kifech nbe3th tleb khdema?,app_question,none,synth
n7eb nte3lem l7laqa bach n7el saloun,out_of_scope,none,synth
el tlaja ma tberdech walmakla tkhesr mn fdelkem,find_worker,appliance_repair,synth
سلام، الكناپي ولا مصفر من الاولاد ويحتاج غسيل عميأ واش نديار,find_worker,cleaner,synth
صباغة الأبواب والفنيترات,find_worker,painter,synth
ارجو المساعدة بسرعة، الطابلة تاع الصالون محتاجة تصليح,urgent_service,carpenter,synth
les lampes yrigliw wa7edhom wach ndir,find_worker,electrician,synth
ch7al ydir reparateur climatiseur f Batna?,price_inquiry,ac_repair,synth
wach kayen réparateur électroménager 9rib meni f Tizi Ouzou?,find_worker,appliance_repair,synth
ya kho ch7al ykelf tesli7 soudir f lslem l7didi?,price_inquiry,welder,synth
win nechri gazon w les plantes f Boumerdes?,out_of_scope,none,synth
rani n7awes 3la soudor f Oran,find_worker,welder,synth
"ya kho nebghi nsebgh dar 9bel el 3id, chkoun y3erf sbagh mli7?",find_worker,painter,synth
حالة مستعجلة: الماشينة تاع الصابون تجري الما من تحت,urgent_service,appliance_repair,synth
وين نلگى بيتزيريا مليحة في الشلف؟,out_of_scope,none,synth
devis approximatif: coupe pour les enfants avant la rentrée,price_inquiry,barber,synth
changer le cablage 9dim w ma 3reftch win nrou7,find_worker,electrician,synth
n7awes 3la ristouroun mli7 lle3cha fi tlemsan,out_of_scope,none,synth
ch7al ykalefni peintre pour une journee?,price_inquiry,painter,synth
ياخو نحتاج peintre مليح في Setif,find_worker,painter,synth
ترقيع السروال لي تقطع من الركبة شكون عندو حل,find_worker,tailor,synth
"3andi la roue tneffes, chkoun ye3ref mikanisyan mli7? ya kho",find_worker,mechanic,synth
n7awes 3la appartement l kra f مستغانم merci,out_of_scope,none,synth
"arjou lmsa3da bser3a, el frinat ydirou sout ykhouf",urgent_service,mechanic,synth
نبغي بورطاي حديد للغاراج عاونوني,find_worker,welder,synth
menage ba3d la fete fissa3 svp,urgent_service,cleaner,synth
واش من فيلم غايا نتفرجو اليوم؟ بارك الله فيكم,out_of_scope,none,synth
كيفاش نزيد تصاور لخدماتي؟ وشكرا مسبقا,app_question,none,synth
chhal el soum ta3 khiat,price_inquiry,tailor,synth
ma lqitch مول الطياب disponible f باتنة,find_worker,caterer,synth
راني نحوس على ماصون في عنابة,find_worker,mason,synth
devis approximatif: roubini rah yfuiti,price_inquiry,plumber,synth
مستعجل: نحتاج صباغ اليوم في بسكرة,urgent_service,painter,synth
شحال نخلص باش نصلح نصب دالة جديدة؟,price_inquiry,mason,synth
شحال نخلص باش نصلح نحب نركب لافابو جديد في الحمام؟,price_inquiry,plumber,synth
راهي عندي سگف الغاراج طايح منو الاسمنت وباين الحديد وحاصل,find_worker,mason,synth
ya khouya comment ca marche l'application?,app_question,none,synth
"3andi retouche w tadyiq ta3 roba, chkoun ye3ref couturiere mli7?",find_worker,tailor,synth
combien pour isolation avec ba13?,price_inquiry,plasterer,synth
كيفاش نشارك في العروض تاع الخدمات؟ الله يخليك,app_question,none,synth
واش كاين شي لي يصلح الكليمة گريب من برج بوعريريج؟,find_worker,ac_repair,synth
wach mn film mlih ntefrejou lyoum?,out_of_scope,none,synth
"svp barbier f Tizi Ouzou vite, n7affef 3and dar",urgent_service,barber,synth
hhhh chaba,greeting_chitchat,none,synth
الدوش مگطوع الما عاونوني,find_worker,plumber,synth
nebghi nbeddel el roubinat nta3 el kouzina,find_worker,plumber,synth
ch7al ykalefni bennay pour une journee?,price_inquiry,mason,synth
ch7al rahi el sa3a? wallah ghir 7asel,out_of_scope,none,synth
دلوني على خياط شاطر ومعقول,find_worker,tailor,synth
صحيت خويا والله غير حاصل,greeting_chitchat,none,synth
n7taj moul lmikanik zin f ljzair l3asma,find_worker,mechanic,synth
besoin d un soudeur serieux f Oran,find_worker,welder,synth
wach el ttebig ykhedm bla anternat?,app_question,none,synth
يا جماعة نحوس على ريسطورون مليح للعشاء في برج بوعريريج,out_of_scope,none,synth
el ma y2atter mn s2af el hammam wach ndiar,find_worker,plumber,synth
3awnouni nbeddel couleur nta3 salon w rani 7asel,urgent_service,painter,synth
urgence!!! retouche w tadyiq nta3 roba f بجاية,urgent_service,tailor,synth
سلام خويا، شحال يكلفني مصلح الأجهزة لليوم كامل؟,price_inquiry,appliance_repair,synth
les amis ch7al ykelfeni mikanisian llioum kamel?,price_inquiry,mechanic,synth
chkoun 3ando numero nta3 khayat f Bordj Bou Arreridj?,find_worker,tailor,synth
placard sur mesure men fadlkom,find_worker,carpenter,synth
الجبس تاع السگف تشگگ ومحتاج تصليح ونحتاج مول البلاكو ديركت توا,urgent_service,plasterer,synth
"3andi placo avec spots led, chkoun ye3ref plaquiste mli7",find_worker,plasterer,synth
بشحال الخدمة تاع trisyan تأريبا؟,price_inquiry,electrician,synth
nheb mikanisyan yji lyoum l Setif,find_worker,mechanic,synth
ch7al ykalefni coiffeur pour une journee?,price_inquiry,barber,synth
construire un garage f jardin men fadlkom,find_worker,mason,synth
جاري االي نسأسي هنا على واحد يعاونني في خدمة في الدار في اسنطينة,find_worker,none,synth
voyant moteur allumé fel tableau men fadlkom,find_worker,mechanic,synth
شحال يدير منوزيي في بليده؟,price_inquiry,carpenter,synth
rani n7awes 3la menuisier f Ouargla,find_worker,carpenter,synth
win kayen pharmacie 2riba f Blida?,out_of_scope,none,synth
des ouvriers ynazlou el 9ach mel 5eme etage 3awnouni,find_worker,mover,synth
جاري گالي نسگسي هنا على بنّاء في باتنه,find_worker,mason,synth
الباب نتاع الكوزينة تكسر من فضلكم,find_worker,carpenter,synth
ya khouya mre7ba,greeting_chitchat,none,synth
svp combien pour cache poutre en ba13?,price_inquiry,plasterer,synth
ma l9itch soudeur disponible f Ghardaia,find_worker,welder,synth
صحا، كيفاش نشوف تقييمات العامل قبل ما نخدم معاه؟,app_question,none,synth
la clim ma tsakhanch f chta w ma 3reftch win nrou7,find_worker,ac_repair,synth
شحال يدير حلاق في سكيكده؟,price_inquiry,barber,synth
reparer les volets ta3 fenetres w ma 3reftch win nrou7,find_worker,carpenter,synth
mset3ejle: n7taj njar lyoum f jijl,urgent_service,carpenter,synth
ya cheikh wach kayen mikanisyan 9rib meni f Alger?,find_worker,mechanic,synth
3aounouni! rasi ch3eth bezzaf wne7taj n7eff wrani 7asl,urgent_service,barber,synth
3andi mochkla f wifi ta3 djezzy ya kho,out_of_scope,none,synth
ch7al ykalefni technicien clim pour une journee?,price_inquiry,ac_repair,synth
ياخو خويا الباب الحديدية خرجت من بلاصتها شكون يجي يشوفها,find_worker,welder,synth
chhal nkhels bach nsel7 7la2a el l7ia walte7did?,price_inquiry,barber,synth
نبغي صبغة ومشطة في الدار ومازال ما لقيتش لي يصلحها,find_worker,barber,synth
صاحبي واش التطبيڨ يخدم بلا انترنات؟,app_question,none,synth
je cherche un mol clima à Alger,find_worker,ac_repair,synth
chkoun 3ando numero ta3 بنّاء f قسنطينة?,find_worker,mason,synth
كيفاه نفعل الموڨع باش يلڨاوني العمال؟,app_question,none,synth
نحب نصبغ الدار قبل العيد ونحتاج sebbagh ديركت توا,urgent_service,painter,synth
dork dork porte en fer forgé lel 7ouch svp,urgent_service,welder,synth
"svp peintre f Ghardaia vite, nbeddel couleur ta3 salon svp",urgent_service,painter,synth
ma l9itch réparateur électroménager disponible f Skikda,find_worker,appliance_repair,synth
واش نڨدر نخدم كعامل وكليان في نفس الوڨت؟ يعطيكم الصحة,app_question,none,synth
les amis win ncheri lzre3 walourd llejnan fi batna?,out_of_scope,none,synth
serwal twil nheb ngassrou n7taj couturier tawa dork,urgent_service,tailor,synth
"slm, ch7al ydir wa7d y3aweni f khdema fi dar f Oran?",price_inquiry,none,synth
شحال السوم تاع مول السباكه؟,price_inquiry,plumber,synth
ارجو المساعدة بسرعة، نقل عفش عروسة,urgent_service,mover,synth
سلام خويا، نحوس وصفة طاجين حلو للعيد,out_of_scope,none,synth
wach ne9der ncancel demande b3aththa?,app_question,none,synth
الله يخليكم نحب نركب تريات في السقف ومقدرتش نلقى حل,urgent_service,electrician,synth
شحال نخلص باش نصلح اللافابو راه يفويتي,price_inquiry,plumber,synth
ch7al taman bach ndir les freins ydiro bruit?,price_inquiry,mechanic,synth
n7eb bourtai 7did llegharaj wech ndiar,find_worker,welder,synth
علاش ما يوصلنيش الإشعار كي يجاوبني عامل؟ والله غير حاصل,app_question,none,synth
نحوس على شقة للكراء في تيارت,out_of_scope,none,synth
ya cheikh kifah n3ayet l worker apres la mission?,app_question,none,synth
شكون عندو نيميرو تاع منوزيي في بجاية؟,find_worker,carpenter,synth
combien coute un trisyan?,price_inquiry,electrician,synth
شحال تكلف خدمة: نحب نديار مكتبة في الحيط بالبلاكو؟,price_inquiry,plasterer,synth
devis approximatif: la chape ta3 les chambres qbel le parquet?,price_inquiry,mason,synth
تحفيفة للأولاد قبل الدخول المدرسي واش نديار ياخو,find_worker,barber,synth
n7taj fam dou minaj yji ghodwa el sba7 l msetghanm,find_worker,cleaner,synth
وين كاين أقرب صيدلية في مستغانم؟,out_of_scope,none,synth
نحتاج مول الميكانيك مليح في سكيكدة,find_worker,mechanic,synth
عندي تصليح سودير في السلم الحديدي ونحتاج واحد يصلحهالي,find_worker,welder,synth
كيفاش نزيد تصاور لخدماتي؟ بارك الله فيكم,app_question,none,synth
نقدر نلقى خياطة يجي اليوم لـ باتنة؟,find_worker,tailor,synth
الطفل يحتاج يحفف قبل المدرسة فيسع فيسع,urgent_service,barber,synth
nheb réparateur électroménager yji lyoum l Boumerdes,find_worker,appliance_repair,synth
sa7bi ch7al taman bach ndir frigo ma ybaredch?,price_inquiry,appliance_repair,synth
يعطيكم الصحة، نحوس صباغ ناشط في بومرداس,find_worker,painter,synth
عندي الرطوبة كلات الحيط تاع البيت في الدار، واش نديار؟ بارك الله فيكم,find_worker,mason,synth
les prix ta3 kwafur f Chlef?,price_inquiry,barber,synth
نبغي نتعلم الخياطة واش كاين تكوين قريب؟,out_of_scope,none,synth
تضييق القميجة من الجناب باش تجي على القد عاونوني,find_worker,tailor,synth
يا خويا شحال السوم نتاع ماصون؟,price_inquiry,mason,synth
n7taj sebbak mli7 fi batna,find_worker,plumber,synth
ya khouya kifach nchark f l3roud ta3 lkhdemat?,app_question,none,synth
3andi la roue tneffes merci,find_worker,mechanic,synth
شحال تكلف خدمة: نبغي نركب باب رئيسية جديدة؟,price_inquiry,carpenter,synth
urgence!! toilette bouchée w el ma ytla3 f Mostaganem ya kho,urgent_service,plumber,synth
صحا، شحال يكلف تنظيف الموكيت والكناپي؟,price_inquiry,cleaner,synth
wach el ttebi9 mjani wla balkhelas?,app_question,none,synth
شحال يكلف الاشتراك في الشهر؟,app_question,none,synth
eddar fiha tritour llekhtana nhar ljme3a mn simana kamla,find_worker,caterer,synth
depuis 3 jours 3andna embrayage yzle9,find_worker,mechanic,synth
سلام خويا، دوك دورك البالوعة مسدودة,urgent_service,plumber,synth
"svp mason f Tizi Ouzou vite, le carrelage ta3 hammam t9alla3",urgent_service,mason,synth
من فضلكم كيفاش نفعل الموقع باش يلقاوني العمال؟,app_question,none,synth
شحال نخلص باش نصلح نقل مكتب من وسط المدينة؟,price_inquiry,mover,synth
الدار فيها الكشابية محتاجة ترقيع من سيمانة كاملة,find_worker,tailor,synth
ya3ychek merci,greeting_chitchat,none,synth
الله يخليكم نبغي نحفف گبل العيد ومگدرتش نلگى حل,urgent_service,barber,synth
جبس السقف طايح شوية شوية، شكون يعرف مول الجبس مليح؟,find_worker,plasterer,synth
chokran,greeting_chitchat,none,synth
le placo tqawes mel humidité men fadlkom,find_worker,plasterer,synth
شحال يدير لي يدير الميناج في الجزائر العاصمة؟,price_inquiry,cleaner,synth
شحال يكلفني لي يدير الميناج لليوم كامل,price_inquiry,cleaner,synth
نحتاج عمال ينزلولي العفش من الطابق الخامس ونحتاج لي ينقل الأثاث ديركت دوك,urgent_service,mover,synth
cas urgent: n7awlou l dar jdida f nefs el 7ay,urgent_service,mover,synth
الضو مقطوع في الدار كامل من فضلكم الله يخليك,find_worker,electrician,synth
ch7al nkhalles bach nsale7 serwal twil nheb n9assrou?,price_inquiry,tailor,synth
ch7al lsoum ta3 moul ltiab,price_inquiry,caterer,synth
llh ykhelikm nheb ndiar karlaj jdid f la cuisine wmegdertech nlega 7l,urgent_service,mason,synth
kifach nbe3th tleb khdema?,app_question,none,synth
n7awes 3la tbib asnan ghaya fi brej bou3ririj,out_of_scope,none,synth
سلام خويا، البلاط نتاع الساحة تحرك وتكسر ونحتاج ماصون ديركت دوك,urgent_service,mason,synth
معليش تقولي كيفاه راه الطقس في بسكرة؟,out_of_scope,none,synth
nebghi nrakeb bab riisia jdida wmazal ma l9itch li ysel7eha,find_worker,carpenter,synth
وين نشري ماكينة خياطة جديدة في مستغانم؟,out_of_scope,none,synth
7ala mset3ejla: clima ma tsekhnech f el chta,urgent_service,ac_repair,synth
نحفف وندير اللحية عند الدار عاونوني,find_worker,barber,synth
3nedi mchekla f el wifi nta3 djizi,out_of_scope,none,synth
نحتاج بلاكيست غايا في سكيكده,find_worker,plasterer,synth
شحال نخلص باش نصلح نگل بيانو من الطابگ الرابع؟,price_inquiry,mover,synth
نگل الحوايج من الدار الگديمة للجديدة، شكون يعرف ديمناجور مليح؟,find_worker,mover,synth
dar fiha el siaj ta3 el 7did tkesr wme7taj soudir mn simana kamla,find_worker,welder,synth
نبغي نشري طوموبيل مستعملة، واش تنصحوني,out_of_scope,none,synth
وين كاين أقرب صيدلية في سكيكدة؟,out_of_scope,none,synth
"slm, el toumoubil ma t7ebch tche3l!! n7taj wa7d yji fissa3",urgent_service,mechanic,synth
صباغة الأبواب والفنيترات بارك الله فيكم,find_worker,painter,synth
ch7al ykelfeni maçon llioum kamel?,price_inquiry,mason,synth
شحال تكلف خدمة: نحب حماية حديد للفنيترات؟,price_inquiry,welder,synth
جاري ڨالي نسڨسي هنا على مول البلاكو في وهران,find_worker,plasterer,synth
ch7al nkhalles bach nsale7 tar9i3 ta3 serwal met9atta3 men rokba?,price_inquiry,tailor,synth
jari 2ali nse2si hna 3la bloumbi fi boumredas,find_worker,plumber,synth
wech m3ena el achterak brou lle3aml?,app_question,none,synth
3andi nettoyage profond,find_worker,cleaner,synth
sa7bi cas urgent: la voiture tdakhen dokhan k7el,urgent_service,mechanic,synth
les amis chkoun rbe7 el kan had l3am?,out_of_scope,none,synth
sa7bi nheb nechri machine a laver jdida ch7al?,out_of_scope,none,synth
ecran ta3 telephone therres win nsal7ou?,out_of_scope,none,synth
واش نقدر نخدم كعامل وكليان في نفس الوقت؟ ياخو,app_question,none,synth
شحال تكلف خدمة: الديجونكتور يطيح ديما؟,price_inquiry,electrician,synth
من فضلكم كيفاش نشوف تڨييمات العامل ڨبل ما نخدم معاه؟,app_question,none,synth
urgence!! parquet mkhareb f Tizi Ouzou,urgent_service,carpenter,synth
تحفيفة وتدريج شاب للولد شكون عندو حل,find_worker,barber,synth
عندي نحب نركب باب رئيسيه جديده,find_worker,carpenter,synth
نفض الغبرة ومسح البلاط تاع الفيلا، شكون يعرف لي يدير الميناج مليح؟,find_worker,cleaner,synth
عندي نحتاج طياب للوليمة نهار السبت في الدار، واش نديار؟,find_worker,caterer,synth
مستعجل: نحتاج لي ينقل الأثاث اليوم في قسنطينة الله يخليك,urgent_service,mover,synth
دورك دورك نحتاج أرفف للبيرو,urgent_service,carpenter,synth
"3andi balustrade lel balcon, chkoun ye3ref لحّام mli7?",find_worker,welder,synth
wach el a7oual?,greeting_chitchat,none,synth
ya cheikh nbi3 telephone samsung presque jdid,out_of_scope,none,synth
nebghi net3allem la soudure kayen formation,out_of_scope,none,synth
"riha kabl m7erou9, chkoun y3erf kahrabaji mli7? wallah ghir 7asel",find_worker,electrician,synth
نحتاج barbier مليح في Ouargla,find_worker,barber,synth
نقدر نلقى خياط يجي اليوم لـ تيارت؟,find_worker,tailor,synth
يعطيكم الصحه، نحوس مول الحلاقه ناشط في الجزائر العاصمه,find_worker,barber,synth
كيفاه نخدم بهاد التطبيڨ؟,app_question,none,synth
nheb nechri machine a laver jdida ch7al? wallah ghir 7asel,out_of_scope,none,synth
كيفاه نشارك في العروض تاع الخدمات؟ وشكرا مسبقا,app_question,none,synth
3andi nebghi ndir porte blindée,find_worker,welder,synth
peinture nta3 dar kamla,find_worker,painter,synth
salam,greeting_chitchat,none,synth
kifach nchouf t9iimat l3aml 9bel ma nkhedm m3ah?,app_question,none,synth
3andi faux plafond ba13 f salon,find_worker,plasterer,synth
وين نلقى بيتزيريا مليحة في بليدة؟,out_of_scope,none,synth
واش هي الأسعار نتاع تريسيان في مستغانم؟,price_inquiry,electrician,synth
نحتاج تريتور يجي غدوة الصباح لـ جيجل,find_worker,caterer,synth
يا شيخ شحال السوم تاع واحد يعاونني في خدمة في الدار؟,price_inquiry,none,synth
je cherche un reparateur machine a laver à Boumerdes,find_worker,appliance_repair,synth
خويا الكليمة تطلگ ريحة كريهة شكون يجي يشوفها,find_worker,ac_repair,synth
n7eb 7maia 7did llefnitrat fissa3 fissa3,urgent_service,welder,synth
kifech nfe3l lmoug3 bach ylegaouni l3mal?,app_question,none,synth
combien pour seche-linge khasser? rabi y7afdkom,price_inquiry,appliance_repair,synth
kifach n9im l3aml b3ed el khdema?,app_question,none,synth
n7taj reparateur machine a laver ghaya f Blida,find_worker,appliance_repair,synth
ياخو شحال تكلف خدمة: الحيط فيه شقوق كبار؟,price_inquiry,mason,synth
sa7bi lbab ta3 la cuisine tkesr 3aounouni,find_worker,carpenter,synth
bche7al el khdema ta3 wa7d y3aweni f khdema f eddar tgeriba?,price_inquiry,none,synth
wech el khlas ykoun kach wla balkarta? wallah ghir 7asel,app_question,none,synth
"bliz 3amla tnedif f bjaia drouk dork, n7taj mra t3aoun mama f 9dian eddar",urgent_service,cleaner,synth
شحال السوم تاع منوزيي؟,price_inquiry,carpenter,synth
علاش ما يوصلنيش الإشعار كي يجاوبني عامل؟,app_question,none,synth
wach mn film mli7 ntefrejou lyoum?,out_of_scope,none,synth
عندي نحب نخيط ريدوات جداد للبيت يعطيكم الصحة,find_worker,tailor,synth
ارجو المساعدة بسرعة، نبغي طباخة تجي تطيب في الدار لمناسبة,urgent_service,caterer,synth
ya cheikh chhal ykelf el achterak fi el chher?,app_question,none,synth
n7awes 3la appartement l kra f بليدة,out_of_scope,none,synth
بليز لي ينگل الأثاث في بجاية دورك دورك، نبدلو الدار الشهر الجاي ونحتاجو نگل الگش,urgent_service,mover,synth
nhawes 3la ristouroun mli7 lle3cha fi Mostaganem,out_of_scope,none,synth
n7taj sebbagh yji ghedwa el sba7 l Ghardaia,find_worker,painter,synth
devis approximatif: installation sonnette nta3 el bab?,price_inquiry,electrician,synth
rani n7awes 3la li ysala7 el klima f tiart w chokran,find_worker,ac_repair,synth
ya khouya nettoyage w entretien nta3 la clim fissa3 svp,urgent_service,ac_repair,synth
كيفاش نبعث طلب خدمة؟ يعطيكم الصحة,app_question,none,synth
